observation_id,advertising_spend,sales_revenue
160,38.150562335829754,13.308192861846273
161,40.34883237767628,13.979856854892452
162,42.74773935464247,14.987067720646547
163,71.28469732435164,14.478647079390438
164,41.78613320775614,11.355610520404017
165,58.38489203736345,16.29528735159016
166,40.97072821912974,15.358369380566883
167,59.315730128742445,25.79331301390509
168,53.84950966105863,7.686564242490315
169,48.43362102341909,13.530014064469105
170,49.59237473864566,26.72935680286548
171,43.452123045706095,7.086931083211315
172,54.4607220148208,9.76021646612368
173,45.4501651965922,15.253499093627209
174,37.743942362327516,18.078264232580814
175,37.22062425680381,11.257595721526418
176,51.725879177221195,26.149448476662272
177,65.79091256410435,26.59162562976352
178,51.59991613573438,22.214535375840807
179,48.813616738901175,19.077017032263097
180,52.858261396025426,34.47870322157631
181,63.06001741706825,17.27671171419212
182,52.193825013638566,-0.37003083244054125
183,45.890727691662626,26.601253199635913
184,61.062887100598886,14.65727068252506
185,54.28756438461613,17.149312870129105
186,65.35755991995993,30.08367345487219
187,51.83234437221906,2.7316269831943156
188,37.755309682795,1.3134151919893853
189,36.318408007543354,-1.914701094687823
190,66.5092793223125,13.599693476490357
191,67.23665720783296,23.688090010485837
192,48.20480786717399,18.654945102654363
193,46.16812678864012,16.060631471220468
194,64.61444292242203,8.082205805587675
195,38.92954317956512,-6.801964539191616
196,41.05272981044173,12.750647626255578
197,90.0,75.0
198,93.0,80.0
199,96.0,85.0
200,99.0,90.0
