date,feature_1,feature_2,feature_3,feature_4,feature_5,target
2023-08-04,-0.182456,-0.692805,0.10849,-2.423912,0.967204,0
2023-03-20,-0.894272,-1.807485,1.345035,1.376385,0.722269,1
2022-01-08,-0.339033,-1.351252,-0.566153,-0.760559,0.79151,0
2022-04-06,1.836226,-0.129828,0.78838,-0.221326,-0.236122,1
2023-08-20,-1.069884,0.689474,-0.407316,0.377541,-0.049391,1
2022-07-20,0.113875,-0.327441,0.96016,-0.454778,-0.384936,1
2023-12-13,0.644725,1.295156,-0.913049,-0.531948,1.026821,0
2023-03-31,0.864585,-0.433185,0.306244,0.483599,-0.422686,0
2022-07-29,-1.322196,-0.852592,-1.253863,-1.705198,0.989309,0
2023-01-24,-0.840485,1.236564,0.285051,1.064394,1.414339,1
2022-02-28,0.038913,1.127403,-0.958172,-1.035334,0.123029,0
2022-09-18,0.725708,0.172674,-0.178801,-0.00524,-1.121826,0
2022-07-30,-0.662245,-0.550222,-0.559029,3.166841,-0.10317,1
2022-08-02,0.27682,-1.630838,0.170578,-0.082779,0.066923,0
2023-08-20,-0.195485,0.312329,0.789137,-0.65521,0.995787,1
2022-03-12,-0.106182,-2.355595,-0.706795,-1.704387,-1.453201,0
2023-05-03,-1.086321,2.089052,-0.016228,0.207142,-0.719238,1
2023-09-18,0.419021,0.242792,0.202597,-0.008671,-0.45667,1
2022-05-28,0.01468,0.23462,1.728692,-1.091167,0.406202,1
2023-10-23,0.452022,0.626644,1.700634,-1.786295,-0.649192,1
2022-03-11,0.477529,1.174199,-0.700407,-1.281132,2.074284,0
2023-01-26,-0.13383,-1.165968,0.866256,0.920387,0.749636,1
2022-10-09,0.010336,-1.334102,-0.291756,0.611245,0.17493,1
2023-03-04,1.205541,1.38922,-1.271344,-1.586683,-0.501577,0
2022-08-18,0.372326,1.077153,0.513507,0.367334,2.313607,0
2022-08-29,0.515958,0.232144,-0.016603,0.662396,1.485978,1
2022-08-08,-1.973683,0.677496,-1.096592,0.162103,1.929924,0
2023-10-19,-1.118153,-0.862412,-0.326548,1.408768,1.589979,0
2023-07-21,1.229228,1.769149,1.950299,-0.975235,0.201402,1
2023-06-27,-0.745197,2.172347,-0.796314,-1.011461,-1.552742,0
2023-08-03,0.745629,0.868333,-0.159978,-0.472717,0.041276,1
2023-11-05,-0.164992,-2.164219,0.713894,-0.598859,-0.562042,0
2022-03-18,0.149842,0.130614,-1.130044,-0.266639,-0.629735,0
2022-08-18,-0.60824,0.804749,0.56255,-0.706184,-1.400183,0
2022-10-04,0.042623,0.270064,0.244548,0.159172,-0.917359,1
2023-11-01,0.876405,0.094557,-0.436478,-0.362722,-0.180394,0
2023-07-25,-0.008215,1.516747,0.984863,0.397324,-0.522727,1
2023-07-04,-0.195904,-0.238418,-0.370615,-2.443365,1.120772,0
2023-06-12,1.062534,-1.375641,-2.959597,-0.394385,-0.234477,0
2022-02-25,0.340791,0.554036,-0.797246,1.236896,-1.998529,0
2023-01-01,0.883412,0.209742,-0.802117,1.561141,0.936443,0
2022-12-24,0.182929,-0.091634,-0.391173,0.404974,-0.155297,1
2023-08-14,0.099672,0.633552,-1.922475,0.943172,-0.803931,0
2023-05-14,-0.059668,2.043337,0.025393,1.117682,-0.565358,1
2022-06-07,1.247211,-0.620319,-0.237505,-2.17205,-0.241625,0
2022-05-16,1.412513,0.159932,0.299216,-0.250776,0.911629,1
2023-07-27,0.629398,1.52853,0.067309,0.860292,-0.439684,1
2023-10-28,0.47027,-0.306574,0.355511,-0.208616,0.877051,0
2022-06-20,1.479462,-0.733146,-1.056252,-0.873844,-0.459447,0
2023-02-07,0.216962,0.147768,1.121986,0.346649,-0.136391,1
2023-05-07,1.48023,-0.040868,-0.782811,-1.816014,-0.831946,0
2022-10-19,2.238832,0.179653,0.35497,-3.236735,-0.667414,0
2022-03-23,-0.235829,-0.72342,0.140575,0.195711,-3.164421,1
2023-09-27,-0.533417,-0.605001,1.139354,1.241702,-0.286339,1
2022-10-23,0.061015,0.367426,-1.778759,1.050791,0.179228,0
2023-07-12,-0.354069,0.280977,1.331687,-2.032793,-0.313632,0
2022-02-25,-1.783611,-0.486164,-0.09487,-0.307391,1.01352,0
2022-06-20,0.811736,-1.927943,-1.448988,-0.702429,1.113281,1
2022-10-24,-0.157318,0.308512,-0.873519,-2.158433,-0.819133,0
2023-06-11,-1.563804,-0.776852,-0.137336,-2.131292,1.492561,0
2022-11-04,1.209521,-0.326077,-2.737928,-1.029549,0.098678,0
2023-08-03,-0.022273,1.983516,-1.244952,-2.198619,1.3285,0
2023-03-12,0.437518,-1.090768,-2.028658,0.801499,0.025426,0
2022-09-02,0.064943,0.952676,-1.066241,-1.355391,0.099091,0
2022-12-09,0.361001,-0.795758,0.586061,1.955058,-0.709834,1
2022-09-05,-0.49434,-0.993039,-0.958443,2.438314,-0.647467,1
2022-10-25,0.860618,-0.986882,-0.711497,1.287427,1.903958,0
2023-10-30,0.247785,1.442541,0.716933,1.16777,-0.211909,1
2022-03-31,-0.900897,2.167514,-0.703502,-0.726073,1.389557,0
2023-04-04,0.103457,0.504784,-0.24671,-0.14793,1.22945,0
2022-08-16,0.687652,-2.697892,-0.632246,0.31789,-0.49712,1
2022-02-07,-1.560958,-0.546192,-0.677142,1.55441,-0.597488,0
2023-02-27,-0.993327,0.218913,-1.137899,-0.292954,0.458878,0
2023-08-20,-1.61359,0.22735,0.051344,-2.272694,0.880149,0
2023-11-18,-0.209193,-0.862951,0.453096,0.251919,-0.844789,1
2022-01-07,-1.3227,1.062312,0.730067,-0.488892,0.584765,0
2023-05-03,-1.518365,0.495614,0.035565,0.43263,0.443368,1
2022-04-21,0.895605,-0.524454,0.188229,0.189417,-0.193725,1
2023-10-03,1.519885,-0.704946,-0.44481,-0.054324,-0.858328,0
2022-01-09,-0.239356,0.415979,-2.366433,-0.345891,-0.78822,0
2023-07-23,-1.549846,0.879765,0.277884,0.054978,0.325408,0
2023-04-21,-0.882972,-0.529511,-1.02098,1.188059,-0.566435,0
2022-01-03,-0.813773,2.087714,-0.36597,1.961441,-0.051332,0
2023-07-30,-1.384611,1.214016,0.120737,0.931814,-1.270909,1
2023-05-13,-0.236606,0.248038,0.403841,0.07797,1.701349,1
2023-01-31,-1.199509,-0.993091,0.101479,-1.366797,-1.591563,0
2022-03-19,1.445126,2.10314,1.790579,-0.748585,-0.315187,1
2022-04-09,-0.732285,-0.342051,-0.235229,-0.521975,1.919189,0
2022-12-13,-1.23026,-1.023024,0.354586,-0.295338,-0.408498,0
2023-03-14,0.545242,-1.302839,-1.135418,-0.286979,-0.295901,0
2023-03-17,0.757424,1.02271,0.623003,0.531475,0.058021,1
2022-10-06,0.183342,0.304629,-0.444144,-0.145805,-0.25354,0
2023-09-08,1.395772,-1.224822,0.372541,-2.547896,0.537507,0
2023-01-20,-0.753124,-0.419765,-0.598732,1.117797,0.758649,0
2023-05-18,-1.2036,-0.093151,0.246592,-0.166334,-1.469035,1
2023-01-23,0.713069,-0.679776,-1.196026,0.395594,0.416006,1
2022-01-03,-0.406415,0.599517,1.351709,-0.920761,0.58048,0
2023-02-18,-0.328143,-1.008359,0.15936,-1.318291,-0.305171,0
2022-11-16,-0.283343,1.147342,0.282643,-1.670774,-1.038381,0
2022-01-03,0.430821,0.516076,-0.217285,-0.34027,-0.275049,0
2022-11-03,0.54061,-0.288595,-1.216279,-1.204134,0.910761,0
2023-07-02,-0.801093,0.020091,0.276249,0.125222,-0.555779,1
2022-02-23,0.158119,-0.978231,0.009304,-1.791511,0.545919,0
2022-05-31,-0.032337,-0.55521,-0.195111,1.433967,0.989446,1
2022-01-08,-0.950022,0.161671,0.492989,-1.131984,-0.640659,0
2023-12-05,0.780448,1.662882,-0.309125,0.227418,-1.285955,0
2023-10-11,0.583347,0.605681,0.198816,0.679633,0.355175,0
2023-08-08,1.498972,1.328402,-0.433199,1.358516,-1.994069,1
2022-06-12,-1.286907,1.09206,0.670727,-0.22285,0.893437,0
2022-03-14,1.314808,0.463883,2.332307,1.395042,-1.148668,1
2023-11-18,-0.586364,-0.624721,-1.639263,-0.624114,0.636968,0
2023-05-30,1.495544,-0.789831,1.809506,-0.546593,-0.553508,1
2023-05-10,-0.622821,-0.110051,-0.313989,-0.320143,-0.370882,0
2022-01-27,-0.152523,-1.894446,0.317009,0.451935,-1.362423,1
2022-01-23,-0.061324,-0.357862,-0.763936,1.116485,-1.339555,1
2022-07-11,1.466203,1.334525,0.21931,0.328971,-0.541251,1
2023-10-16,1.004218,0.83372,0.848209,-1.869786,0.547253,0
2022-11-26,-0.748689,-0.610678,-0.126752,-0.488656,-1.039844,1
2023-03-07,1.624498,1.287673,0.743811,-2.863277,0.501248,0
2023-08-30,-0.806965,-1.093665,0.011853,0.418563,0.983204,0
2022-08-15,-1.016017,0.175018,0.570002,0.168648,0.655133,0
2023-02-20,0.020308,0.606658,1.472624,0.409299,1.058556,1
2022-10-12,-0.636496,-0.825438,-0.633057,-2.074081,0.27389,0
2023-02-01,-0.005768,-1.394232,0.595543,0.605842,0.795633,1
2023-08-02,-0.537562,0.4314,0.553765,0.885113,1.041628,1
2022-02-15,0.032108,-0.126347,-0.407944,1.203624,1.922093,0
2023-06-12,1.170497,-0.814645,-1.917536,-0.310195,1.073697,0
2022-07-02,-0.548073,-1.661272,1.512547,1.878642,-0.53651,1
2022-02-21,-0.012085,0.343192,-0.240313,-2.596359,1.106409,0
2023-09-05,0.63191,2.068772,0.419256,-0.454008,0.575657,1
2022-07-28,1.575377,1.24073,0.465926,-0.470392,1.364419,0
2022-11-08,-0.184113,0.388778,1.025796,2.159844,-3.165501,1
2022-08-01,-1.199117,-0.708059,-0.602266,0.126753,-0.636063,0
2023-08-13,-0.732869,-0.461293,-1.881799,1.349601,0.020458,0
2022-11-26,0.809117,0.770117,0.337707,-1.269313,-0.242229,0
2022-04-02,0.097413,0.26486,-0.757721,0.274425,0.455986,0
2022-08-19,-0.051568,-0.705256,0.151772,0.826588,0.102238,1
2022-03-12,-0.282796,-0.692197,0.038127,-1.070484,0.92775,0
2022-10-13,-0.475749,0.054958,1.282075,1.762959,0.103304,1
2023-01-14,-0.600005,0.62644,0.155558,0.535964,0.935396,1
2023-10-07,-0.153274,0.808024,0.221622,-1.201045,1.03339,0
2022-01-19,-1.374896,-0.74955,0.61619,-0.278836,-0.894517,0
2022-10-04,-0.476884,-1.658269,1.200497,-0.401614,-0.366818,1
2023-11-02,-0.309316,-1.515602,-0.773157,0.857808,-2.024923,0
2022-02-05,0.430301,1.125268,0.020609,0.141566,-1.758216,1
2023-07-31,-1.41061,-2.250746,1.349138,0.454365,0.424189,1
2022-02-07,0.897815,-1.181782,-1.082982,0.103148,0.967769,0
2023-09-01,-1.225184,-1.727748,0.892331,-1.769015,-0.352441,0
2022-01-23,0.439087,-0.654045,-1.404757,1.195842,1.892747,0
2022-08-24,1.509871,0.385465,0.314169,1.572408,1.135389,1
2023-08-02,0.898172,-1.059756,1.660757,-0.65844,-0.240654,0
2023-06-28,-0.57502,-0.346019,1.772743,-0.069358,2.198087,1
2023-12-15,-0.649507,0.435056,0.017326,0.561896,0.620119,1
2023-01-13,2.996239,0.440869,-0.252671,0.15371,-0.346012,0
2023-08-12,-0.059182,0.712165,-0.367225,1.139663,1.892674,0
2023-04-19,1.448934,1.40833,0.767078,0.812373,1.895412,0
2023-05-11,0.744409,-1.495985,-0.710655,0.529159,0.703502,0
2023-07-21,-0.241638,-0.661104,-0.445676,1.444254,0.156281,0
2022-07-19,-0.235151,-0.730378,-0.992563,-0.820703,1.059583,0
2023-07-26,-2.386041,-2.587136,-1.092322,-1.899379,-0.900084,0
2023-04-02,0.47712,-1.095936,-0.626008,-0.075444,1.182853,0
2023-08-22,-0.351964,-0.592301,2.503746,-0.689595,-0.345337,1
2022-04-01,-1.807697,-1.233051,0.565563,-1.782359,1.137049,0
2023-11-12,-1.935955,1.000007,2.179826,1.08592,0.731123,1
2022-11-02,1.27753,0.677906,-0.107612,-1.290589,-0.80073,0
2023-08-07,0.333602,0.636265,-1.299817,-0.594871,-0.208057,0
2023-06-22,-1.872176,1.822238,-0.547372,1.693965,0.143547,1
2022-09-08,-1.279254,0.40819,-0.162786,0.019624,0.981386,0
2023-01-28,-0.667151,0.114975,-1.174279,-1.884842,-0.857822,0
2022-03-11,-0.00192,0.098981,0.886937,-2.016983,0.641682,0
2022-01-31,1.089217,-1.717802,-0.238575,-0.174803,-0.197062,1
2023-02-23,1.132316,-0.287337,-1.318898,0.176506,-0.494792,0
2023-05-06,-0.213587,-0.916112,-0.329824,-1.812872,-1.132893,0
2022-11-16,0.31254,-1.133404,-0.880281,0.732277,0.687814,0
2023-01-14,0.071295,0.073495,0.510402,-0.743751,1.274693,0
2022-03-23,-1.152249,-0.833849,-0.728244,-2.423802,0.327615,0
2022-07-15,1.286842,0.924884,1.228587,0.001782,0.933119,0
2023-04-17,0.163722,-0.243071,0.2902,-0.190568,0.808506,0
2023-10-05,-1.488928,-1.490287,-0.913527,-1.362411,-0.991137,0
2023-07-24,0.392027,-2.051289,-1.252943,0.35162,-0.480476,0
2022-09-06,-2.195184,0.965092,1.873459,1.467707,-0.20726,1
2022-01-06,0.456775,-1.55159,-1.886008,1.731262,-0.592025,1
2022-12-03,-0.666016,-0.944315,0.604002,0.875367,-0.368333,1
2022-04-11,-1.605271,1.082746,1.126538,-0.048077,-0.004604,0
2022-04-21,0.132347,0.72906,0.951852,1.229131,-1.141293,1
2023-04-15,1.239172,-0.03986,-0.83424,-1.05163,-0.052104,0
2022-08-12,0.859046,-0.471928,-0.293327,-0.976284,0.774751,0
2022-08-08,-0.566713,-0.427918,2.377003,1.841867,-1.541636,1
2022-12-18,1.469724,-0.311726,-0.250089,0.209128,0.215741,0
2023-07-25,0.995766,-0.837525,-0.484843,0.537125,0.757777,0
2022-01-07,-0.423298,0.207339,1.137857,-0.983873,0.48719,0
2023-11-18,-0.826801,0.577851,0.58574,-2.502196,0.186294,0
2023-04-27,1.265934,-0.944258,-1.380721,-0.500035,-0.444125,0
2022-11-20,-0.037161,-2.075342,-1.332864,-1.099588,-1.141176,0
2023-07-09,-1.48217,0.681032,-3.25561,0.599089,0.546558,0
2022-10-07,1.431099,2.110302,1.1333,-0.044531,-1.072607,1
2023-12-09,1.407127,0.69866,0.206285,0.955066,0.218813,1
2022-11-12,0.100143,0.707184,0.327821,1.79782,0.369474,1
2022-09-05,-1.047092,-0.334399,0.24085,-0.92841,0.51413,0
2022-12-13,0.250323,-0.631623,0.485457,0.755741,0.873277,0
2023-06-11,-0.937149,1.652539,0.643442,0.867029,0.0734,1
2023-11-02,-0.544102,1.993233,1.058285,-0.875232,-1.717722,1
2022-06-22,1.569998,0.183969,-1.7153,1.14792,-1.022126,1
2022-03-25,-0.384246,0.103096,0.437961,-0.514953,0.744661,0
2023-02-18,-0.095498,0.785291,1.509621,-0.406689,0.004725,1
2023-08-12,2.139682,0.36199,-0.631955,-0.735073,-0.154585,0
2022-12-27,-0.264419,-0.655692,0.003363,0.348764,0.192677,0
2022-09-24,-0.429473,1.854255,-0.503377,0.207731,1.413777,0
2022-04-24,-0.816575,-0.24074,-1.121355,1.552122,-0.489146,1
2022-10-27,-0.642784,1.146813,-1.014563,-0.568709,0.815389,0
2023-10-22,-0.735196,0.133417,-0.936822,-2.721576,-1.405588,0
2023-11-08,1.103665,0.029526,1.126258,1.263977,1.724041,1
2023-09-15,2.028646,-1.261517,-0.081707,-0.922266,0.605303,0
2022-02-27,-1.786708,1.862321,-1.006142,-0.590245,0.264325,0
2023-03-03,-1.454628,0.184705,-0.286713,1.224509,-0.554278,1
2023-07-10,-0.255016,1.093237,-1.916383,-0.248702,-1.453059,0
2022-04-27,-0.729577,-0.847497,-0.499681,0.595857,-0.393633,0
2023-06-25,-0.752335,-1.904618,0.871999,2.253552,-0.46235,1
2023-01-19,-1.507117,-0.008958,1.644187,-0.675936,-0.312454,1
2023-06-05,1.609165,-0.18826,1.189921,-0.067501,0.579332,1
2022-01-07,0.480747,-1.756734,-0.156829,-1.25604,1.183968,0
2023-09-26,0.811415,0.748434,-0.02101,-0.501515,0.28359,0
2023-12-11,0.087011,-0.042965,0.212145,2.144366,-0.544198,1
2023-11-20,0.530563,-1.347776,1.445316,1.172036,0.877089,1
2023-05-08,0.599827,0.462609,-1.47907,-0.441664,0.457176,0
2022-09-13,1.322136,1.022988,-0.163622,-2.192581,-0.831438,0
2022-06-12,1.582829,-0.928125,1.744776,-0.612929,-0.71708,1
2022-07-24,0.874278,-0.674607,-0.971857,-0.772268,1.664582,0
2022-11-19,-0.695679,-0.042786,-1.271145,-0.432885,1.823917,0
2023-02-17,-0.264344,0.616108,-0.016267,-0.054456,2.082646,0
2023-06-07,1.790723,-0.272243,0.842469,0.444358,1.283449,1
2023-08-31,1.166547,1.090156,0.19227,-1.149319,0.311273,0
2022-06-06,0.936569,-2.268865,1.321293,-1.205858,0.540662,1
2023-08-04,-0.820194,-0.142753,2.532991,0.266181,1.56495,1
2023-04-23,0.005541,0.016863,-0.604137,1.306819,0.2751,0
2023-07-12,-1.332198,-1.442368,0.52151,0.635476,1.013803,0
2023-03-26,-0.477419,-1.121142,0.629117,-2.085577,0.966745,0
2022-04-19,-0.353615,0.813002,-0.141456,-0.833495,0.594785,0
2023-07-16,0.948895,0.406901,-0.601592,1.162703,0.767876,0
2023-06-02,-0.546778,-0.109052,0.340343,1.562412,-0.581123,1
2022-04-13,-0.008795,1.057709,-0.590994,-1.215153,0.440195,0
2023-05-03,-0.248254,-1.413006,-0.789598,0.523516,1.221746,0
2022-09-05,0.398982,-1.771582,-0.204503,-0.512961,0.636821,0
2022-01-08,0.840308,-0.381293,-0.203461,-0.737853,1.442636,0
2023-02-15,-2.349971,-1.668492,-0.74007,0.486728,0.161688,0
2023-09-11,0.095883,0.158572,0.226792,0.323369,1.272678,1
2023-04-27,0.222899,-0.59899,0.146531,-1.442194,0.907046,1
2022-03-21,-0.596089,-0.41056,-0.397862,-1.023821,-0.423486,0
2023-02-10,-1.343284,-1.293559,1.107295,-0.10255,-0.610871,1
2023-11-18,0.41362,0.475438,-0.852861,0.530607,0.328276,0
2023-08-17,0.477078,-1.074187,2.409908,0.389494,-0.197608,1
2023-09-24,0.602419,-1.126331,0.417456,-0.85731,0.568039,0
2023-04-26,-0.524183,-0.023947,-1.117261,-1.11323,-0.418717,0
2022-02-15,-0.619666,0.934314,0.765344,0.082184,-2.437629,1
2023-05-16,-0.104411,-1.085684,0.468199,-0.403316,0.548371,0
2022-12-17,-0.039762,0.957318,-1.615061,0.490064,0.7105,0
2023-04-23,-0.25832,0.390526,-2.195905,-2.549094,0.912363,0
2023-07-03,1.71874,-0.018561,-0.839303,-0.151439,-0.003502,0
2023-02-27,0.39203,1.032371,1.698252,2.516472,0.802748,1
2023-06-27,1.078835,-0.229081,-0.964771,0.280343,-0.96026,0
2022-11-04,0.477411,-0.123284,0.085349,-1.174461,-0.629868,0
2023-03-10,-1.839655,0.426436,0.519639,1.530181,0.015555,1
2023-09-12,0.035151,0.80058,1.071106,-0.209808,0.487788,0
2023-04-14,1.242139,0.046594,0.342706,1.223064,0.982268,1
2023-05-13,-1.979252,-0.087145,0.078851,1.550473,-0.681959,1
2022-10-29,1.017177,-0.593052,0.350677,-1.094647,0.169903,0
2023-07-23,0.970161,0.199593,0.955467,-0.785017,0.820165,0
2023-07-20,-0.013224,0.983564,-0.518789,-1.355292,-0.768288,0
2022-12-11,-0.906474,0.863648,-0.287104,-0.98459,-0.970077,1
2022-05-01,-0.506603,-1.246095,0.894874,-0.280433,0.737762,1
2022-10-29,-0.146114,0.772615,1.706338,-1.506301,-0.336343,1
2022-04-28,-1.776987,0.295467,-1.496567,-1.005806,-0.621414,0
2022-05-28,-0.478083,-0.527756,0.112241,-0.589848,-0.593876,0
2023-09-13,0.003286,-0.195398,0.433189,-1.636424,0.188054,0
2022-11-30,0.362593,1.780831,-1.632324,-1.645263,-0.306227,0
2022-10-19,-0.304922,-0.386168,-0.417829,0.425621,-2.344882,1
2023-06-22,-1.064537,0.848371,-0.12896,-1.04254,0.553722,0
2023-03-25,1.287092,-1.436984,-0.683416,1.148661,-1.324974,0
2022-12-24,-0.512995,-0.731893,0.165951,-0.67075,1.322649,0
2023-01-02,-0.120769,-0.595509,-0.443901,-0.002656,-0.832317,1
2023-08-26,-1.554079,0.206997,0.398367,0.611557,2.688,1
2022-12-11,-0.291774,0.380691,0.257927,2.742978,0.666491,1
2023-07-05,0.757638,0.57435,0.054433,0.05111,1.14587,0
2023-08-17,0.644734,0.06374,-2.047589,0.52232,0.380179,0
2022-04-28,0.508079,-0.50421,-1.020221,-0.279118,-0.516624,0
2022-12-14,0.653948,-1.069797,0.58061,-0.300025,1.338197,0
2023-08-15,-0.824555,1.171062,0.001901,0.088466,-0.714319,1
2023-05-22,1.850854,1.54158,1.305488,-0.14907,-2.203703,1
2023-03-14,-2.985823,0.283535,-0.405814,0.027358,0.205787,0
2023-07-18,0.649046,0.276993,-0.330957,0.078429,-0.857733,0
2022-09-16,0.352003,0.338072,-0.486415,0.884182,0.577118,0
2022-01-29,0.276274,0.162013,0.569132,0.064077,1.176976,0
2022-05-11,-1.852162,-1.32511,-2.347978,-0.355646,0.518596,0
2023-09-29,-0.022945,1.075404,0.804619,0.115633,0.301409,1
2022-12-25,0.972792,1.327785,-0.182846,-0.148021,-1.044128,0
2023-02-08,-2.209944,-0.939173,-1.141376,0.814562,-0.171123,0
2022-10-10,-0.490138,-0.709288,-0.929902,-1.112206,0.657463,0
2023-10-09,-0.520902,-0.224934,-0.517071,-0.325272,-0.290856,0
2022-06-14,1.033786,-0.873594,1.624456,0.002452,0.11588,1
2022-09-06,0.12941,-1.852249,-1.732963,1.41462,-0.254573,0
2023-02-03,0.899231,-1.360784,1.393325,0.789269,-0.255192,1
2022-12-28,2.065024,-0.154279,-0.752156,2.081051,0.410653,1
2023-06-24,0.572416,0.731969,0.686046,0.605281,-2.748047,1
2023-01-30,1.360902,0.023484,0.996,1.291861,1.501762,1
2023-06-24,0.017751,-0.989271,-0.250503,-0.827916,1.409692,0
2023-06-25,-1.750215,0.220795,1.787814,-1.7201,0.750645,1
2023-10-26,1.455228,2.134864,0.731045,-1.235346,-0.545367,1
2022-12-20,-0.20119,0.804866,-0.126306,-1.489508,0.139386,0
2022-05-28,-1.471812,0.860394,-0.039643,0.683385,-0.689345,0
2022-07-10,-0.678979,-0.076486,-0.283542,1.373698,-0.533846,0
2023-06-23,-1.402071,-0.950335,0.745039,-0.248924,1.309407,1
2022-08-02,0.800719,-2.331812,0.971005,-1.618673,1.503061,0
2022-03-23,0.003109,0.433904,0.958519,1.906619,1.755202,1
2022-08-01,-0.48499,-1.032269,-0.313006,0.872736,-0.12077,1
2023-08-17,-0.038983,-0.115639,-0.619714,-0.740058,-0.920735,0
2023-06-23,-0.433834,-0.187088,0.555006,0.610693,0.18581,1
2022-09-11,0.974752,0.320446,0.453072,-0.173333,0.778171,0
2022-02-27,-0.122685,-1.235741,-1.598531,-1.032503,1.215225,0
2022-04-25,-1.262389,0.203593,-0.689603,-0.3245,-1.788792,0
2023-03-27,-0.767796,0.511333,-0.252798,2.249653,-1.666235,1
2023-04-02,0.428803,0.261055,-0.762501,1.561919,-1.156357,1
