transaction_id,customer_id,amount,date,quarter
61,4249,1033.46,2024-01-14,Q1
62,116640,399.76,2024-05-09,Q2
63,2494,570.0,2024-11-13,Q4
64,4987,358.16,2024-02-19,Q1
65,2243,1470.65,2024-01-09,Q1
66,134237,1609.25,2024-07-26,Q3
67,393,595.67,2024-04-17,Q2
68,162920,335.37,2024-12-03,Q4
69,6785,258.22,2024-10-03,Q4
70,571,1493.13,2024-06-21,Q2
71,5918,2334.96,2024-08-07,Q3
72,3318,289.54,2024-01-07,Q1
73,2687,1078.69,2024-04-04,Q2
74,6516,457.76,2024-04-10,Q2
75,6422,557.96,2024-06-02,Q2
76,176402,332.35,2024-09-20,Q3
77,3139,422.38,2024-02-17,Q1
78,6076,1176.88,2024-10-11,Q4
79,131818,1183.76,2024-12-30,Q4
80,3924,517.97,2024-06-13,Q2
81,129433,650.28,2024-10-05,Q4
82,4611,243.15,2024-02-24,Q1
83,772,490.89,2024-08-11,Q3
84,1828,2892.16,2024-05-27,Q2
85,7447,809.88,2024-09-03,Q3
86,1634,1466.79,2024-06-25,Q2
87,3399,417.64,2024-06-22,Q2
88,5267,572.64,2024-04-20,Q2
89,166082,278.04,2024-10-21,Q4
90,199688,696.45,2024-01-31,Q1
91,1383,1165.47,2024-12-13,Q4
92,121689,482.42,2024-05-08,Q2
93,183446,1403.21,2024-11-28,Q4
94,3372,646.22,2024-03-21,Q1
95,552,302.74,2024-05-09,Q2
96,5375,2285.9,2024-06-09,Q2
97,136269,236.42,2024-11-23,Q4
98,173573,421.64,2024-02-06,Q1
99,175200,583.37,2024-01-14,Q1
100,5985,1921.98,2024-12-13,Q4
101,2706,664.09,2024-01-06,Q1
102,4023,268.53,2024-09-15,Q3
103,2357,2540.16,2024-07-22,Q3
104,139208,799.72,2024-04-24,Q2
105,2547,200.66,2024-10-29,Q4
106,6489,419.95,2024-05-30,Q2
107,6360,3888.38,2024-02-08,Q1
108,195057,299.25,2024-05-08,Q2
109,182639,548.84,2024-12-26,Q4
110,6868,1175.72,2024-05-15,Q2
111,4104,1394.93,2024-07-26,Q3
112,1544,162.05,2024-12-20,Q4
113,1985,958.43,2024-07-27,Q3
114,1828,777.88,2024-03-20,Q1
115,119522,508.99,2024-11-25,Q4
116,7033,1264.19,2024-09-15,Q3
117,120271,284.57,2024-01-01,Q1
118,5853,584.02,2024-03-12,Q1
119,5105,239.55,2024-04-20,Q2
120,3146,263.65,2024-08-16,Q3
121,5826,589.86,2024-12-27,Q4
122,7050,1440.92,2024-08-17,Q3
123,108722,982.82,2024-05-18,Q2
124,2627,3633.61,2024-07-18,Q3
125,3527,703.51,2024-06-16,Q2
126,7032,1063.77,2024-09-19,Q3
127,6820,997.43,2024-06-04,Q2
128,6772,640.34,2024-07-21,Q3
129,118586,849.38,2024-12-04,Q4
130,3127,353.63,2024-01-22,Q1
131,2186,938.31,2024-10-13,Q4
132,6518,548.92,2024-05-09,Q2
133,7460,244.69,2024-02-12,Q1
134,531,171.31,2024-07-28,Q3
135,110833,2409.35,2024-08-05,Q3
136,134048,384.18,2024-11-05,Q4
137,1797,1499.02,2024-01-28,Q1
138,6452,4011.63,2024-11-27,Q4
139,5580,557.77,2024-03-03,Q1
140,113107,470.77,2024-12-05,Q4
141,859,255.02,2024-02-12,Q1
142,161937,1526.2,2024-01-01,Q1
143,704,1097.63,2024-11-20,Q4
144,4160,651.0,2024-01-09,Q1
145,199856,740.43,2024-05-14,Q2
146,6978,1620.32,2024-12-10,Q4
147,2101,262.64,2024-07-12,Q3
148,2503,1136.59,2024-01-21,Q1
149,5257,960.34,2024-02-09,Q1
150,4900,1574.58,2024-07-12,Q3
151,6431,383.29,2024-10-16,Q4
152,7356,2507.98,2024-12-01,Q4
153,7379,632.48,2024-06-26,Q2
154,172456,2209.06,2024-08-07,Q3
155,6941,414.12,2024-07-21,Q3
156,3783,608.19,2024-11-12,Q4
157,3012,517.99,2024-08-31,Q3
158,1705,743.62,2024-03-21,Q1
159,6193,355.2,2024-09-29,Q3
160,4343,651.16,2024-09-27,Q3
161,3326,1160.7,2024-01-23,Q1
162,343,2519.69,2024-09-17,Q3
163,159319,642.46,2024-02-05,Q1
164,5035,749.19,2024-02-17,Q1
165,6826,778.27,2024-04-27,Q2
166,5853,222.53,2024-03-08,Q1
167,150452,301.55,2024-12-06,Q4
168,106303,237.22,2024-10-20,Q4
169,171926,711.1,2024-06-09,Q2
170,3684,2058.4,2024-04-05,Q2
171,3236,761.3,2024-01-02,Q1
172,131143,395.1,2024-11-09,Q4
173,2582,1783.02,2024-10-19,Q4
174,2317,146.21,2024-11-06,Q4
175,6343,223.13,2024-03-18,Q1
176,4072,1871.59,2024-01-14,Q1
177,3897,879.8,2024-05-20,Q2
178,105482,1357.77,2024-10-23,Q4
179,1057,370.97,2024-09-16,Q3
180,3548,204.07,2024-07-19,Q3
181,110881,936.54,2024-07-27,Q3
182,4066,369.69,2024-06-05,Q2
183,518,1705.21,2024-07-24,Q3
184,1837,702.74,2024-05-22,Q2
185,2877,531.76,2024-08-12,Q3
186,163374,595.55,2024-05-16,Q2
187,3585,340.53,2024-03-02,Q1
188,2234,1343.79,2024-12-20,Q4
189,306,466.6,2024-04-12,Q2
190,5730,237.35,2024-03-04,Q1
191,129473,260.43,2024-08-23,Q3
192,2454,753.43,2024-05-04,Q2
193,1032,725.65,2024-07-06,Q3
194,5741,751.72,2024-06-22,Q2
195,172357,386.07,2024-05-13,Q2
196,91,345.97,2024-08-11,Q3
197,6936,3134.12,2024-02-08,Q1
198,4138,717.41,2024-04-24,Q2
199,2241,300.86,2024-02-18,Q1
200,2570,169.78,2024-04-22,Q2
201,5878,745.89,2024-07-18,Q3
202,123084,189.63,2024-10-16,Q4
203,4408,1130.14,2024-02-24,Q1
204,3970,333.1,2024-06-14,Q2
205,120289,539.32,2024-12-31,Q4
206,3981,1895.1,2024-01-30,Q1
207,104403,702.92,2024-06-14,Q2
208,3566,385.04,2024-01-22,Q1
209,104502,2315.42,2024-08-22,Q3
210,5042,875.32,2024-01-18,Q1
211,6334,494.79,2024-04-17,Q2
212,126765,468.03,2024-05-28,Q2
213,1143,877.61,2024-12-01,Q4
214,152849,858.31,2024-12-28,Q4
215,5827,361.99,2024-08-04,Q3
216,126217,500.0,2024-05-17,Q2
217,2673,875.54,2024-10-08,Q4
218,4034,886.15,2024-10-03,Q4
219,182446,1139.65,2024-03-26,Q1
220,2049,249.34,2024-05-30,Q2
221,151405,572.79,2024-04-26,Q2
222,6521,968.11,2024-10-30,Q4
223,162220,274.26,2024-09-29,Q3
224,3488,370.0,2024-03-21,Q1
225,170983,886.01,2024-10-06,Q4
226,3727,502.13,2024-07-04,Q3
227,101162,197.2,2024-05-08,Q2
228,5573,113.0,2024-11-08,Q4
229,221,1063.16,2024-04-27,Q2
230,1179,652.55,2024-07-12,Q3
231,7286,294.51,2024-02-10,Q1
232,7270,604.71,2024-03-12,Q1
233,2815,1451.52,2024-09-26,Q3
234,6645,537.48,2024-11-25,Q4
235,4450,1828.76,2024-08-25,Q3
236,671,1976.67,2024-09-20,Q3
237,1445,357.6,2024-01-06,Q1
238,1698,1056.79,2024-05-09,Q2
239,1376,389.03,2024-11-13,Q4
240,102055,324.45,2024-10-25,Q4
241,151724,517.1,2024-03-03,Q1
242,4417,825.41,2024-04-06,Q2
243,7053,992.09,2024-01-02,Q1
244,5676,208.6,2024-09-11,Q3
245,3153,1911.46,2024-02-16,Q1
246,5125,163.67,2024-03-04,Q1
247,2304,822.32,2024-12-01,Q4
248,3760,119.69,2024-04-16,Q2
249,7423,765.42,2024-05-07,Q2
250,5953,663.33,2024-07-04,Q3
251,157893,890.48,2024-01-15,Q1
252,6313,926.4,2024-01-21,Q1
253,126267,110.78,2024-11-04,Q4
254,3104,1540.58,2024-11-26,Q4
255,2426,473.43,2024-09-28,Q3
256,180092,891.01,2024-01-08,Q1
257,4638,671.27,2024-05-07,Q2
258,121244,248.85,2024-11-28,Q4
259,1038,546.47,2024-08-16,Q3
260,6871,532.56,2024-06-17,Q2
261,2923,763.76,2024-08-02,Q3
262,3740,1738.05,2024-12-07,Q4
263,181623,534.81,2024-10-15,Q4
264,645,427.17,2024-05-24,Q2
265,5765,955.82,2024-01-19,Q1
266,2584,1395.67,2024-09-25,Q3
267,108496,782.6,2024-05-03,Q2
268,7160,722.16,2024-07-26,Q3
269,4500,1022.42,2024-06-17,Q2
270,1864,464.34,2024-03-31,Q1
271,7368,1840.99,2024-07-06,Q3
272,115969,565.5,2024-11-29,Q4
273,134119,531.79,2024-12-24,Q4
274,140268,590.49,2024-12-20,Q4
275,3235,393.73,2024-03-23,Q1
276,2940,2386.89,2024-07-16,Q3
277,123692,1153.52,2024-01-25,Q1
278,143,872.42,2024-02-26,Q1
279,316,505.56,2024-12-27,Q4
280,5069,4241.71,2024-09-19,Q3
281,3022,1427.4,2024-12-23,Q4
282,5759,1901.52,2024-03-11,Q1
283,185819,393.87,2024-10-13,Q4
284,184874,2726.09,2024-12-17,Q4
285,192856,760.86,2024-12-31,Q4
286,3847,679.19,2024-12-26,Q4
287,6511,333.65,2024-04-25,Q2
288,4034,398.45,2024-04-04,Q2
289,6034,674.83,2024-04-25,Q2
290,1644,436.86,2024-08-08,Q3
291,2070,973.79,2024-09-05,Q3
292,724,1090.58,2024-12-05,Q4
293,173751,1223.14,2024-09-10,Q3
294,6865,1189.46,2024-06-24,Q2
295,163568,77.31,2024-06-04,Q2
296,7009,1115.83,2024-11-27,Q4
297,120961,365.89,2024-03-18,Q1
298,3869,442.73,2024-10-18,Q4
299,3077,270.64,2024-01-26,Q1
300,177711,304.77,2024-03-23,Q1
301,5585,696.44,2024-11-01,Q4
302,12,123.04,2024-03-13,Q1
303,6747,302.27,2024-11-13,Q4
304,2851,2327.69,2024-04-02,Q2
305,3537,795.32,2024-03-13,Q1
306,3322,712.58,2024-07-12,Q3
307,172443,176.56,2024-08-06,Q3
308,4818,287.29,2024-12-11,Q4
309,3772,191.11,2024-01-05,Q1
310,4121,1047.34,2024-08-10,Q3
311,173850,1188.7,2024-11-10,Q4
312,169027,1271.29,2024-05-22,Q2
313,152899,657.84,2024-10-01,Q4
314,137,1083.09,2024-11-02,Q4
315,3127,257.11,2024-03-13,Q1
316,3270,2059.54,2024-10-26,Q4
317,6858,449.54,2024-08-24,Q3
318,4120,352.55,2024-12-29,Q4
319,166799,148.66,2024-01-04,Q1
320,240,728.18,2024-08-18,Q3
321,6359,308.2,2024-10-18,Q4
322,1521,496.3,2024-07-24,Q3
323,4148,2745.94,2024-09-11,Q3
324,132242,867.99,2024-12-26,Q4
325,2913,382.17,2024-10-04,Q4
326,4305,3719.01,2024-11-09,Q4
327,1887,330.16,2024-08-08,Q3
328,197913,533.18,2024-01-11,Q1
329,106052,676.81,2024-01-20,Q1
330,683,1218.45,2024-08-17,Q3
331,1424,1301.49,2024-01-02,Q1
332,4269,772.56,2024-07-24,Q3
333,3805,936.5,2024-02-25,Q1
334,5382,399.48,2024-04-05,Q2
335,131855,803.28,2024-12-23,Q4
336,3069,504.79,2024-07-15,Q3
337,6377,330.88,2024-04-20,Q2
338,2692,415.76,2024-10-08,Q4
339,3731,1666.77,2024-11-25,Q4
340,3955,1015.58,2024-08-27,Q3
341,3465,1608.74,2024-07-20,Q3
342,135811,539.53,2024-09-16,Q3
343,7142,1171.91,2024-07-28,Q3
344,142408,167.72,2024-03-19,Q1
345,122745,1387.68,2024-05-19,Q2
346,1110,771.27,2024-03-10,Q1
347,3370,3282.42,2024-07-07,Q3
348,191377,1122.33,2024-06-06,Q2
349,5958,1074.06,2024-12-11,Q4
350,6939,598.94,2024-12-16,Q4
351,163195,438.45,2024-02-29,Q1
352,5473,426.22,2024-04-04,Q2
353,6690,940.42,2024-02-01,Q1
354,3586,218.79,2024-01-22,Q1
355,110414,316.92,2024-11-12,Q4
356,4565,673.49,2024-07-09,Q3
357,1552,132.09,2024-08-07,Q3
358,6070,197.65,2024-06-21,Q2
359,163979,504.42,2024-11-27,Q4
360,3948,1382.19,2024-06-24,Q2
361,133,623.21,2024-06-20,Q2
362,2882,1227.84,2024-07-20,Q3
363,5208,429.89,2024-07-14,Q3
364,5608,328.59,2024-11-05,Q4
365,2475,1021.3,2024-08-01,Q3
366,7475,1674.67,2024-11-21,Q4
367,3280,428.14,2024-10-31,Q4
368,120392,376.24,2024-11-09,Q4
369,6966,289.05,2024-08-09,Q3
370,1989,348.1,2024-04-06,Q2
371,4265,661.02,2024-06-30,Q2
372,6573,507.88,2024-10-22,Q4
373,1644,451.4,2024-05-28,Q2
374,631,436.79,2024-03-31,Q1
375,7484,180.68,2024-05-13,Q2
376,199573,411.04,2024-04-22,Q2
377,3867,172.88,2024-12-13,Q4
378,3667,1537.02,2024-05-03,Q2
379,2216,436.57,2024-03-30,Q1
380,2388,542.19,2024-02-18,Q1
381,2718,824.46,2024-11-29,Q4
382,1161,433.16,2024-10-14,Q4
383,6967,648.11,2024-04-19,Q2
384,5472,664.47,2024-06-18,Q2
385,5953,724.06,2024-03-23,Q1
386,2398,503.14,2024-12-11,Q4
387,165383,463.17,2024-10-27,Q4
388,7355,613.52,2024-05-24,Q2
389,7362,601.56,2024-09-30,Q3
390,5118,896.58,2024-06-04,Q2
391,2090,784.45,2024-10-26,Q4
392,177053,301.32,2024-09-05,Q3
393,1113,213.58,2024-06-16,Q2
394,4975,297.09,2024-04-01,Q2
395,2481,1682.5,2024-09-17,Q3
396,6938,297.66,2024-09-02,Q3
397,6909,513.39,2024-07-01,Q3
398,7151,360.37,2024-05-19,Q2
399,848,482.52,2024-02-19,Q1
400,5382,232.41,2024-03-02,Q1
401,892,1174.03,2024-04-15,Q2
402,372,2030.43,2024-10-09,Q4
403,198524,861.18,2024-11-10,Q4
404,193029,2494.7,2024-12-02,Q4
405,1076,3667.38,2024-09-12,Q3
406,1504,287.93,2024-02-08,Q1
407,4008,1059.98,2024-08-17,Q3
408,5499,886.25,2024-10-03,Q4
409,6742,394.28,2024-06-03,Q2
410,6224,704.46,2024-03-24,Q1
411,1273,1363.69,2024-10-06,Q4
412,2002,1682.63,2024-09-18,Q3
413,6366,544.7,2024-05-17,Q2
414,1281,2040.4,2024-10-10,Q4
415,125379,1058.18,2024-12-16,Q4
416,131930,862.1,2024-12-22,Q4
417,6939,461.88,2024-01-09,Q1
418,4256,753.61,2024-07-01,Q3
419,161228,2303.17,2024-11-27,Q4
420,111198,397.65,2024-07-29,Q3
421,2737,1388.01,2024-07-22,Q3
422,3505,394.71,2024-02-02,Q1
423,7277,106.06,2024-07-17,Q3
424,2390,252.32,2024-11-25,Q4
425,131966,383.18,2024-12-15,Q4
426,186884,412.4,2024-08-19,Q3
427,161466,1947.23,2024-02-18,Q1
428,853,261.86,2024-03-17,Q1
429,176069,571.19,2024-10-12,Q4
430,178015,976.37,2024-10-04,Q4
431,6374,904.77,2024-05-23,Q2
432,1418,2112.78,2024-07-02,Q3
433,2370,905.4,2024-01-26,Q1
434,2782,298.33,2024-08-08,Q3
435,184148,1663.83,2024-08-07,Q3
436,2235,323.72,2024-08-02,Q3
437,6879,559.61,2024-11-23,Q4
438,5854,375.39,2024-06-03,Q2
439,583,1333.58,2024-01-15,Q1
440,31,722.67,2024-08-02,Q3
441,5700,1065.64,2024-09-08,Q3
442,5370,428.47,2024-12-08,Q4
443,154645,239.32,2024-10-27,Q4
444,6673,598.27,2024-03-06,Q1
445,714,242.31,2024-01-04,Q1
446,362,576.35,2024-09-12,Q3
447,976,437.97,2024-09-11,Q3
448,1827,414.65,2024-07-16,Q3
449,5808,308.1,2024-03-16,Q1
450,5094,1039.07,2024-04-04,Q2
451,4820,346.68,2024-03-13,Q1
452,113449,485.95,2024-10-27,Q4
453,7473,1297.85,2024-05-31,Q2
454,175779,844.85,2024-05-15,Q2
455,7464,1094.09,2024-03-06,Q1
456,1500,1866.07,2024-01-29,Q1
457,1061,2242.07,2024-05-27,Q2
458,6621,1131.33,2024-12-15,Q4
459,6722,1989.97,2024-03-07,Q1
460,2477,728.76,2024-02-19,Q1
461,1167,1570.46,2024-10-25,Q4
462,143732,708.36,2024-12-20,Q4
463,2136,703.59,2024-02-15,Q1
464,152208,370.53,2024-02-08,Q1
465,170516,1019.68,2024-08-11,Q3
466,149242,796.18,2024-11-20,Q4
467,178618,2522.57,2024-09-05,Q3
468,984,379.15,2024-02-01,Q1
469,2981,236.61,2024-04-14,Q2
470,5977,540.3,2024-02-13,Q1
471,6815,617.16,2024-05-07,Q2
472,7436,900.34,2024-01-20,Q1
473,4168,373.17,2024-08-24,Q3
474,102302,439.64,2024-08-24,Q3
475,3370,619.67,2024-02-03,Q1
476,3862,1597.0,2024-09-01,Q3
477,7040,291.16,2024-12-23,Q4
478,180084,315.52,2024-11-15,Q4
479,1092,423.83,2024-07-18,Q3
480,5014,81.48,2024-12-18,Q4
481,6087,1229.31,2024-06-21,Q2
482,3292,556.71,2024-02-26,Q1
483,3968,1774.41,2024-06-20,Q2
484,5109,415.25,2024-07-11,Q3
485,1837,1065.49,2024-02-05,Q1
486,2114,2453.14,2024-11-08,Q4
487,6657,866.63,2024-07-30,Q3
488,4532,252.91,2024-01-13,Q1
489,6057,660.52,2024-02-26,Q1
490,5631,2280.16,2024-06-16,Q2
491,6893,1449.77,2024-02-03,Q1
492,104707,394.42,2024-12-25,Q4
493,125057,1110.03,2024-07-18,Q3
494,111215,599.14,2024-12-05,Q4
495,6730,177.75,2024-02-08,Q1
496,267,593.68,2024-09-08,Q3
497,1543,4428.78,2024-11-17,Q4
498,1552,449.22,2024-05-23,Q2
499,252,718.36,2024-06-04,Q2
500,2269,454.26,2024-10-01,Q4
501,5508,219.88,2024-10-15,Q4
502,3921,270.84,2024-10-04,Q4
503,1280,1230.47,2024-12-09,Q4
504,5218,344.11,2024-10-25,Q4
505,6804,705.95,2024-03-11,Q1
506,7203,1362.18,2024-01-01,Q1
507,4713,2006.4,2024-10-29,Q4
508,122778,663.06,2024-10-12,Q4
509,2280,1031.58,2024-03-28,Q1
510,1827,218.47,2024-03-16,Q1
511,1399,356.39,2024-06-13,Q2
512,5739,519.12,2024-05-14,Q2
513,174414,514.97,2024-09-22,Q3
514,329,686.5,2024-12-27,Q4
515,3645,336.4,2024-10-04,Q4
516,6923,1122.2,2024-09-08,Q3
517,5145,799.97,2024-09-03,Q3
518,265,1783.29,2024-09-30,Q3
519,6938,875.53,2024-07-18,Q3
520,6425,451.46,2024-11-26,Q4
521,1284,696.25,2024-12-20,Q4
522,788,646.09,2024-08-07,Q3
523,1169,296.77,2024-02-13,Q1
524,2162,1223.37,2024-08-28,Q3
525,4178,315.36,2024-07-29,Q3
526,1419,1370.53,2024-08-14,Q3
527,496,483.86,2024-06-26,Q2
528,520,1722.71,2024-10-15,Q4
529,4102,427.1,2024-02-18,Q1
530,5956,714.57,2024-07-27,Q3
531,5125,364.3,2024-04-06,Q2
532,129215,1090.27,2024-02-13,Q1
533,5439,1500.42,2024-02-12,Q1
534,139406,1540.52,2024-11-01,Q4
535,5552,419.54,2024-05-30,Q2
536,103594,972.96,2024-11-12,Q4
537,181426,362.74,2024-04-26,Q2
538,6006,1164.53,2024-01-07,Q1
539,4016,422.15,2024-03-02,Q1
540,173514,3041.03,2024-10-07,Q4
541,120620,684.22,2024-06-12,Q2
542,2923,203.29,2024-06-16,Q2
543,161900,600.16,2024-10-03,Q4
544,2844,1440.07,2024-09-26,Q3
545,108886,1539.05,2024-06-25,Q2
546,105428,908.49,2024-12-01,Q4
547,5445,771.69,2024-07-15,Q3
548,161744,377.74,2024-10-18,Q4
549,195956,449.03,2024-10-20,Q4
550,1516,467.1,2024-02-16,Q1
551,2829,480.53,2024-05-18,Q2
552,126216,1476.99,2024-09-23,Q3
553,4554,1245.78,2024-06-28,Q2
554,255,1278.33,2024-07-06,Q3
555,144189,110.94,2024-10-04,Q4
556,3095,1384.99,2024-12-08,Q4
557,4527,411.38,2024-07-28,Q3
558,112718,607.57,2024-12-31,Q4
559,108811,635.34,2024-10-09,Q4
560,2910,995.5,2024-08-17,Q3
561,122609,360.55,2024-12-06,Q4
562,6550,283.06,2024-10-20,Q4
563,6379,3983.23,2024-04-05,Q2
564,121432,2398.42,2024-10-04,Q4
565,177307,627.48,2024-12-13,Q4
566,3148,1210.85,2024-06-17,Q2
567,1329,2036.81,2024-07-26,Q3
568,281,1361.17,2024-08-24,Q3
569,3890,582.45,2024-05-08,Q2
570,7445,561.06,2024-03-05,Q1
571,6019,416.91,2024-08-01,Q3
572,128432,566.52,2024-04-07,Q2
573,161081,470.73,2024-11-11,Q4
574,2103,490.27,2024-09-05,Q3
575,188899,373.53,2024-10-01,Q4
576,154307,530.3,2024-02-17,Q1
577,164845,1214.73,2024-12-17,Q4
578,145447,771.95,2024-11-05,Q4
579,1300,554.49,2024-12-24,Q4
580,191788,822.25,2024-12-03,Q4
581,6001,740.66,2024-12-24,Q4
582,6409,1242.91,2024-06-13,Q2
583,5533,2135.91,2024-11-14,Q4
584,4955,680.34,2024-06-07,Q2
585,3727,1507.45,2024-03-31,Q1
586,1406,743.85,2024-07-26,Q3
587,4494,215.24,2024-08-25,Q3
588,2773,640.33,2024-08-17,Q3
589,4703,231.06,2024-09-01,Q3
590,5841,751.4,2024-02-09,Q1
591,4286,523.48,2024-02-20,Q1
592,4645,407.03,2024-12-11,Q4
593,6518,2025.35,2024-12-02,Q4
594,164709,3018.28,2024-11-06,Q4
595,2937,905.34,2024-07-12,Q3
596,120190,785.12,2024-11-21,Q4
597,7348,1212.46,2024-09-10,Q3
598,670,403.62,2024-01-12,Q1
599,6265,1348.13,2024-03-01,Q1
600,1310,711.62,2024-01-06,Q1
601,1235,588.71,2024-01-09,Q1
602,6008,1169.77,2024-12-22,Q4
603,107472,1537.87,2024-11-07,Q4
604,3337,643.33,2024-06-26,Q2
605,638,851.02,2024-05-10,Q2
606,4755,770.41,2024-02-13,Q1
607,7351,1158.49,2024-05-17,Q2
608,4127,559.92,2024-12-21,Q4
609,167413,770.23,2024-11-22,Q4
610,128826,390.13,2024-05-23,Q2
611,5183,508.61,2024-12-20,Q4
612,1405,1681.04,2024-04-02,Q2
613,4152,1341.53,2024-03-27,Q1
614,812,1469.87,2024-04-20,Q2
615,3373,1225.07,2024-02-21,Q1
616,3358,943.7,2024-10-24,Q4
617,202,479.75,2024-07-15,Q3
618,4663,664.81,2024-09-29,Q3
619,3010,332.7,2024-08-01,Q3
620,5940,560.26,2024-01-18,Q1
621,1549,682.01,2024-07-02,Q3
622,3996,1156.67,2024-02-23,Q1
623,166880,560.93,2024-05-19,Q2
624,1231,446.79,2024-08-22,Q3
625,1800,612.74,2024-02-13,Q1
626,173541,437.26,2024-11-01,Q4
627,3260,992.93,2024-05-19,Q2
628,184,254.2,2024-05-07,Q2
629,6090,1415.69,2024-04-01,Q2
630,19,283.8,2024-09-22,Q3
631,6043,349.69,2024-05-05,Q2
632,5460,695.12,2024-06-12,Q2
633,5262,418.98,2024-11-19,Q4
634,6846,604.48,2024-06-04,Q2
635,158880,1047.12,2024-11-28,Q4
636,125771,2154.77,2024-12-25,Q4
637,3830,367.76,2024-05-18,Q2
638,4122,585.43,2024-09-18,Q3
639,4109,1023.03,2024-08-02,Q3
640,5247,371.15,2024-03-07,Q1
641,4358,296.22,2024-01-18,Q1
642,2575,465.22,2024-09-29,Q3
643,101337,1191.16,2024-09-23,Q3
644,1250,2543.1,2024-06-20,Q2
645,4148,714.29,2024-01-22,Q1
646,1885,1011.46,2024-10-20,Q4
647,149375,1011.03,2024-09-07,Q3
648,624,186.24,2024-05-10,Q2
649,3785,476.95,2024-07-17,Q3
650,2410,1168.85,2024-08-09,Q3
651,5478,1184.51,2024-02-14,Q1
652,199175,437.15,2024-04-20,Q2
653,1900,1149.42,2024-01-29,Q1
654,7046,197.52,2024-04-27,Q2
655,117475,1464.77,2024-10-17,Q4
656,105728,1270.86,2024-10-24,Q4
657,3134,338.31,2024-01-26,Q1
658,121019,752.85,2024-07-07,Q3
659,6963,970.76,2024-10-22,Q4
660,1568,338.46,2024-03-10,Q1
661,56,591.22,2024-01-19,Q1
662,1143,1419.14,2024-08-16,Q3
663,6458,441.48,2024-01-02,Q1
664,6293,608.75,2024-01-21,Q1
665,5581,345.83,2024-09-27,Q3
666,6391,709.02,2024-01-21,Q1
667,6063,775.12,2024-12-13,Q4
668,6821,1410.85,2024-03-13,Q1
669,7428,877.01,2024-03-08,Q1
670,6978,209.96,2024-10-26,Q4
671,120659,858.17,2024-10-02,Q4
672,177928,1248.67,2024-08-05,Q3
673,142421,966.95,2024-01-17,Q1
674,4911,1391.16,2024-12-04,Q4
675,100119,828.75,2024-11-07,Q4
676,192168,335.9,2024-10-18,Q4
677,4931,929.71,2024-02-17,Q1
678,4073,2648.72,2024-08-15,Q3
679,4539,410.65,2024-05-05,Q2
680,4602,675.06,2024-06-23,Q2
681,5971,323.7,2024-01-01,Q1
682,1512,327.3,2024-02-22,Q1
683,5767,1012.82,2024-11-17,Q4
684,6723,190.06,2024-10-14,Q4
685,4307,1557.46,2024-07-12,Q3
686,197878,414.17,2024-12-18,Q4
687,1289,580.39,2024-10-24,Q4
688,1871,2768.69,2024-01-08,Q1
689,153688,273.95,2024-12-28,Q4
690,1946,1335.96,2024-02-01,Q1
