customer_id,region_id,signup_date
783,12,2018-01-06
784,19,2021-09-02
785,31,2020-09-15
786,7,2022-02-06
787,38,2022-02-04
788,43,2021-03-18
789,42,2021-07-02
790,10,2018-02-28
791,45,2023-11-20
792,7,2018-06-16
793,6,2023-11-09
794,37,2023-11-03
795,39,2022-04-22
796,7,2022-06-23
797,21,2018-03-07
798,21,2023-09-08
799,37,2021-03-03
800,26,2020-01-14
801,31,2022-01-06
802,5,2021-03-17
803,49,2020-03-02
804,28,2019-12-07
805,34,2018-09-16
806,25,2023-06-14
807,13,2021-12-29
808,34,2019-09-23
809,15,2022-05-03
810,11,2022-02-28
811,28,2018-11-03
812,18,2019-01-19
813,45,2019-05-21
814,33,2018-08-19
815,19,2022-12-08
816,2,2018-12-07
817,18,2022-11-12
818,6,2021-03-05
819,11,2018-09-13
820,15,2023-01-24
821,33,2019-01-15
822,6,2023-12-29
823,9,2018-01-31
824,2,2021-09-25
825,46,2019-11-18
826,50,2021-03-14
827,15,2023-01-13
828,23,2022-09-20
829,16,2019-09-09
830,27,2018-05-20
831,28,2019-09-14
832,13,2022-11-08
833,33,2021-02-02
834,1,2022-07-19
835,33,2020-12-19
836,38,2021-03-05
837,3,2018-05-22
838,37,2018-02-20
839,37,2022-03-21
840,49,2019-03-19
841,41,2020-02-29
842,2,2020-03-20
843,5,2021-10-18
844,7,2023-08-24
845,30,2022-07-18
846,36,2021-10-30
847,33,2023-01-03
848,17,2021-01-22
849,11,2018-11-15
850,4,2020-12-05
851,19,2023-11-12
852,16,2022-09-05
853,16,2020-02-05
854,5,2019-12-10
855,15,2023-07-04
856,42,2018-07-27
857,13,2023-08-05
858,44,2022-01-22
859,5,2022-11-05
860,32,2019-12-22
861,6,2021-11-21
862,20,2019-12-15
863,48,2018-02-07
864,39,2020-09-22
865,26,2023-11-16
866,32,2019-06-16
867,34,2018-12-21
868,40,2023-07-12
869,30,2023-06-17
870,26,2023-01-29
871,4,2023-11-09
872,48,2023-12-11
873,29,2023-07-05
874,15,2023-10-14
875,7,2022-06-19
876,31,2019-11-20
877,40,2020-09-30
878,41,2020-04-13
879,45,2021-01-20
880,45,2022-03-10
881,32,2019-06-14
882,48,2018-02-04
883,4,2021-08-12
884,20,2023-12-17
885,25,2023-03-03
886,35,2018-01-24
887,15,2021-08-04
888,15,2021-03-09
889,46,2020-07-19
890,33,2022-01-04
891,32,2020-07-22
892,10,2023-06-25
893,26,2023-06-11
894,22,2021-11-11
895,32,2020-10-01
896,47,2021-07-31
897,14,2023-05-26
898,41,2019-10-20
899,32,2023-03-18
900,25,2021-07-18
901,48,2018-05-20
902,8,2022-06-30
903,34,2019-03-19
904,20,2021-02-03
905,35,2023-09-13
906,7,2022-09-04
907,37,2022-03-12
908,4,2018-06-02
909,18,2023-02-25
910,46,2020-01-05
911,32,2018-04-20
912,25,2023-10-03
913,17,2019-02-22
914,5,2019-12-10
915,6,2018-11-08
916,36,2021-09-23
917,14,2023-03-16
918,4,2021-02-12
919,22,2023-03-19
920,20,2023-08-14
921,48,2023-03-26
922,12,2018-12-23
923,14,2019-03-28
924,9,2019-10-18
925,10,2021-10-29
926,27,2023-03-04
927,12,2019-11-17
928,36,2021-12-29
929,41,2019-02-15
930,25,2021-04-04
931,12,2022-09-04
932,42,2020-05-14
933,49,2018-12-24
934,46,2020-06-19
935,47,2022-07-28
936,41,2023-08-10
937,37,2021-09-11
938,48,2022-01-09
939,17,2020-07-07
940,47,2023-07-28
941,2,2023-03-21
942,42,2023-10-31
943,17,2023-03-06
944,15,2021-04-12
945,34,2023-10-05
946,9,2021-08-28
947,50,2021-08-10
948,37,2021-12-08
949,1,2019-02-12
950,43,2023-01-12
951,6,2020-03-05
952,42,2021-12-14
953,41,2023-01-23
954,33,2018-09-09
955,31,2019-10-21
956,42,2023-08-26
957,43,2020-03-01
958,36,2021-12-18
959,9,2021-05-14
960,34,2023-03-21
961,11,2021-01-22
962,3,2020-07-19
963,8,2018-02-05
964,24,2020-11-05
965,49,2021-07-05
966,2,2022-02-17
967,4,2022-09-05
968,5,2022-08-28
969,10,2020-10-02
970,28,2018-06-21
971,42,2019-07-11
972,3,2020-06-11
973,41,2023-11-14
974,46,2022-08-13
975,4,2023-05-14
976,23,2023-12-13
977,41,2018-10-19
978,35,2018-01-26
979,10,2021-06-11
980,8,2019-08-03
981,23,2023-03-18
982,43,2020-10-15
983,48,2018-01-21
984,24,2019-05-04
985,27,2020-01-18
986,28,2018-02-28
987,25,2019-11-27
988,33,2021-03-27
989,14,2023-05-11
990,27,2021-11-23
991,31,2018-07-24
992,29,2020-06-30
993,49,2022-08-11
994,38,2020-03-21
995,37,2021-05-18
996,41,2023-11-29
997,27,2018-10-29
998,16,2020-11-11
999,27,2021-08-28
1000,47,2022-10-14
1001,44,2023-01-07
1002,18,2019-09-21
1003,25,2020-10-19
1004,14,2022-12-24
1005,1,2023-01-12
1006,16,2022-12-09
1007,6,2022-01-02
1008,18,2019-08-10
1009,3,2020-03-17
1010,16,2021-12-07
1011,36,2019-07-12
1012,43,2022-02-02
1013,45,2021-02-01
1014,29,2020-08-27
1015,28,2020-02-18
1016,49,2022-08-22
1017,28,2020-10-16
1018,5,2019-11-04
1019,47,2020-04-20
1020,31,2020-11-26
1021,34,2021-09-14
1022,5,2023-12-09
1023,24,2020-01-16
1024,23,2019-01-27
1025,41,2023-11-12
1026,20,2018-11-20
1027,18,2023-06-03
1028,35,2018-11-08
1029,1,2020-03-07
1030,38,2023-12-26
1031,1,2018-12-29
1032,12,2018-12-17
1033,25,2021-08-27
1034,10,2019-02-21
1035,2,2018-02-23
1036,21,2022-03-02
1037,36,2023-10-03
1038,13,2022-07-22
1039,14,2023-10-13
1040,34,2021-02-28
1041,48,2021-09-06
1042,26,2023-11-23
1043,28,2021-01-08
1044,42,2018-03-27
1045,4,2019-06-08
1046,50,2021-09-21
1047,24,2023-02-21
1048,19,2021-08-21
1049,31,2020-06-07
1050,46,2019-12-05
1051,47,2022-02-05
1052,39,2023-05-24
1053,25,2019-09-01
1054,8,2021-04-25
1055,10,2020-07-25
1056,42,2019-06-24
1057,7,2020-06-06
1058,25,2018-07-13
1059,21,2021-03-07
1060,36,2018-08-23
1061,18,2020-11-04
1062,36,2023-05-20
1063,26,2018-11-16
1064,45,2019-07-03
1065,10,2022-04-29
1066,39,2023-06-10
1067,37,2023-09-24
1068,42,2018-09-21
1069,25,2019-06-08
1070,17,2023-11-25
1071,26,2021-01-12
1072,49,2022-12-31
1073,10,2018-02-01
1074,34,2018-09-12
1075,12,2019-03-24
1076,39,2018-07-08
1077,22,2023-05-05
1078,43,2022-10-26
1079,9,2020-05-04
1080,7,2018-06-20
1081,48,2018-08-21
1082,17,2019-07-29
1083,5,2022-05-12
1084,42,2022-10-21
1085,21,2021-03-27
1086,47,2023-06-11
1087,22,2023-07-26
1088,38,2022-08-09
1089,29,2018-06-22
1090,25,2023-05-03
1091,25,2023-06-13
1092,13,2021-05-11
1093,37,2021-08-05
1094,27,2022-09-04
1095,1,2021-07-21
1096,20,2020-01-24
1097,21,2022-03-07
1098,45,2022-09-16
1099,22,2018-11-06
1100,29,2022-01-28
1101,5,2019-01-15
1102,20,2021-06-12
1103,15,2018-08-25
1104,25,2023-12-14
1105,45,2022-01-02
1106,47,2020-10-25
1107,15,2021-01-08
1108,31,2021-09-18
1109,48,2018-09-30
1110,12,2021-01-21
1111,22,2022-04-17
1112,26,2019-07-25
1113,1,2020-11-15
1114,24,2019-12-25
1115,7,2018-12-19
1116,16,2023-11-14
1117,6,2021-07-22
1118,37,2020-05-08
1119,42,2020-01-11
1120,14,2022-01-27
1121,3,2018-08-25
1122,25,2021-05-26
1123,6,2019-05-20
1124,23,2023-05-03
1125,28,2022-09-14
1126,24,2022-07-18
1127,27,2018-11-16
1128,29,2018-06-26
1129,9,2020-09-30
1130,35,2020-02-18
1131,34,2022-05-06
1132,8,2022-04-09
1133,22,2020-05-19
1134,15,2018-12-20
1135,20,2019-12-12
1136,39,2021-01-07
1137,30,2019-07-10
1138,46,2019-11-27
1139,29,2019-06-12
1140,3,2018-05-22
1141,36,2021-08-09
1142,4,2023-12-24
1143,18,2023-09-16
1144,47,2023-07-29
1145,50,2021-12-14
1146,8,2022-06-26
1147,50,2018-05-21
1148,49,2019-03-17
1149,44,2022-03-27
1150,42,2023-12-05
1151,4,2023-06-13
1152,7,2021-10-13
1153,31,2018-08-27
1154,6,2023-10-17
1155,13,2019-11-28
1156,49,2018-04-04
1157,46,2022-08-10
1158,13,2019-01-15
1159,27,2019-10-23
1160,27,2022-01-23
1161,14,2023-10-16
1162,12,2023-06-10
1163,22,2018-12-25
1164,31,2019-01-20
1165,41,2022-11-07
1166,43,2019-11-26
1167,2,2018-06-20
1168,33,2021-07-12
1169,31,2021-12-09
1170,3,2023-12-30
1171,42,2020-12-01
1172,30,2022-10-18
1173,36,2021-03-16
1174,34,2023-07-16
1175,17,2020-12-03
1176,11,2022-01-18
1177,19,2023-10-11
1178,39,2023-04-06
1179,32,2020-05-28
1180,32,2021-01-15
1181,7,2021-07-22
1182,1,2018-09-29
1183,34,2019-05-27
1184,48,2022-04-03
1185,18,2018-06-07
1186,23,2021-08-10
1187,48,2020-11-27
1188,12,2020-11-28
1189,27,2023-01-27
1190,5,2019-08-26
1191,14,2022-09-28
1192,19,2022-09-14
1193,35,2023-12-14
1194,16,2022-12-02
1195,24,2021-01-15
1196,15,2020-03-08
1197,8,2022-09-07
1198,40,2023-07-25
1199,34,2019-09-07
1200,33,2020-03-20
1201,30,2020-12-24
1202,7,2018-08-24
1203,26,2019-11-20
1204,36,2018-12-31
1205,25,2022-08-19
1206,37,2020-12-18
1207,17,2021-08-15
1208,26,2018-06-24
1209,20,2021-06-09
1210,50,2022-04-23
1211,9,2022-02-18
1212,15,2022-10-08
1213,35,2018-09-07
1214,3,2021-04-18
1215,26,2020-11-22
1216,2,2023-05-11
1217,27,2022-02-21
1218,17,2023-09-21
1219,10,2018-02-25
1220,25,2020-09-07
1221,17,2022-03-21
1222,4,2018-07-15
1223,27,2021-11-27
1224,29,2019-05-22
1225,34,2018-06-12
1226,46,2021-12-11
1227,36,2020-07-22
1228,40,2020-06-07
1229,33,2019-12-14
1230,34,2022-02-09
1231,40,2021-09-16
1232,34,2021-12-31
1233,26,2022-09-22
1234,37,2021-08-18
1235,49,2018-06-13
1236,25,2018-12-12
1237,12,2023-12-12
1238,21,2019-09-19
1239,1,2020-07-25
1240,16,2020-04-07
1241,45,2023-12-09
1242,5,2022-12-11
1243,45,2020-11-24
1244,29,2022-02-03
1245,16,2021-04-22
1246,24,2021-11-13
1247,44,2023-09-21
