student_id,section_id,treatment_group,test_score
98,S04,new_method,87.8
99,S04,new_method,76.21
100,S04,new_method,83.86
101,S05,new_method,71.03
102,S05,new_method,65.82
103,S05,new_method,70.09
104,S05,new_method,78.35
105,S05,new_method,60.37
106,S05,new_method,75.51
107,S05,new_method,74.13
108,S05,new_method,68.31
109,S05,new_method,62.34
110,S05,new_method,72.97
111,S05,new_method,68.76
112,S05,new_method,74.09
113,S05,new_method,72.62
114,S05,new_method,83.68
115,S05,new_method,70.79
116,S05,new_method,65.3
117,S05,new_method,73.72
118,S05,new_method,74.01
119,S05,new_method,81.98
120,S05,new_method,78.31
121,S05,new_method,74.96
122,S05,new_method,82.71
123,S05,new_method,64.14
124,S05,new_method,67.99
125,S05,new_method,65.98
126,S06,new_method,65.0
127,S06,new_method,79.09
128,S06,new_method,73.09
129,S06,new_method,64.35
130,S06,new_method,67.53
131,S06,new_method,76.84
132,S06,new_method,80.51
133,S06,new_method,88.62
134,S06,new_method,95.04
135,S06,new_method,77.54
136,S06,new_method,67.71
137,S06,new_method,59.72
138,S06,new_method,76.51
139,S06,new_method,68.95
140,S06,new_method,71.73
141,S06,new_method,70.36
142,S06,new_method,73.66
143,S06,new_method,82.1
144,S06,new_method,75.74
145,S06,new_method,73.53
146,S06,new_method,67.39
147,S06,new_method,62.92
148,S06,new_method,71.24
149,S06,new_method,74.26
150,S06,new_method,87.02
151,S07,new_method,83.6
152,S07,new_method,73.23
153,S07,new_method,68.43
154,S07,new_method,69.97
155,S07,new_method,71.64
156,S07,new_method,91.62
157,S07,new_method,70.97
158,S07,new_method,82.59
159,S07,new_method,70.4
160,S07,new_method,83.24
161,S07,new_method,79.42
162,S07,new_method,75.62
163,S07,new_method,76.44
164,S07,new_method,72.14
165,S07,new_method,79.84
166,S07,new_method,73.54
167,S07,new_method,68.14
168,S07,new_method,67.78
169,S07,new_method,77.93
170,S07,new_method,87.77
171,S07,new_method,77.84
172,S07,new_method,75.89
173,S07,new_method,78.72
174,S07,new_method,85.86
175,S07,new_method,78.26
176,S08,new_method,82.3
177,S08,new_method,77.56
178,S08,new_method,85.31
179,S08,new_method,75.84
180,S08,new_method,65.99
181,S08,new_method,64.98
182,S08,new_method,86.11
183,S08,new_method,86.62
184,S08,new_method,73.3
185,S08,new_method,71.87
186,S08,new_method,84.79
187,S08,new_method,66.81
188,S08,new_method,68.29
189,S08,new_method,79.06
190,S08,new_method,71.79
191,S08,new_method,74.52
192,S08,new_method,73.41
193,S08,new_method,76.92
194,S08,new_method,84.41
195,S08,new_method,75.19
196,S08,new_method,79.06
197,S08,new_method,60.21
198,S08,new_method,74.22
199,S08,new_method,68.65
200,S08,new_method,66.02
201,S09,new_method,70.35
202,S09,new_method,79.1
203,S09,new_method,63.4
204,S09,new_method,72.9
205,S09,new_method,69.3
206,S09,new_method,70.39
207,S09,new_method,79.71
208,S09,new_method,76.45
209,S09,new_method,82.05
210,S09,new_method,71.61
211,S09,new_method,67.82
212,S09,new_method,71.12
213,S09,new_method,74.38
214,S09,new_method,73.92
215,S09,new_method,65.1
216,S09,new_method,73.32
217,S09,new_method,74.28
218,S09,new_method,90.31
219,S09,new_method,85.83
220,S09,new_method,66.71
221,S09,new_method,70.68
222,S09,new_method,62.44
223,S09,new_method,68.55
224,S09,new_method,74.9
225,S09,new_method,81.13
226,S10,new_method,68.7
227,S10,new_method,58.25
228,S10,new_method,72.15
229,S10,new_method,65.85
230,S10,new_method,69.58
231,S10,new_method,67.15
232,S10,new_method,72.62
233,S10,new_method,60.98
234,S10,new_method,63.01
235,S10,new_method,88.19
236,S10,new_method,64.27
237,S10,new_method,65.61
238,S10,new_method,86.14
239,S10,new_method,93.62
240,S10,new_method,65.08
241,S10,new_method,70.71
242,S10,new_method,75.67
243,S10,new_method,85.38
244,S10,new_method,66.38
245,S10,new_method,71.57
246,S10,new_method,78.73
247,S10,new_method,76.33
248,S10,new_method,70.65
249,S10,new_method,72.35
250,S10,new_method,63.66
251,S11,new_method,73.38
252,S11,new_method,76.87
253,S11,new_method,71.36
254,S11,new_method,78.55
255,S11,new_method,82.34
256,S11,new_method,76.34
257,S11,new_method,77.71
258,S11,new_method,75.62
259,S11,new_method,75.25
260,S11,new_method,70.2
261,S11,new_method,77.46
262,S11,new_method,74.57
263,S11,new_method,89.9
264,S11,new_method,86.26
265,S11,new_method,77.95
266,S11,new_method,69.91
267,S11,new_method,67.46
268,S11,new_method,83.59
269,S11,new_method,77.09
270,S11,new_method,78.61
271,S11,new_method,63.04
272,S11,new_method,81.74
273,S11,new_method,78.43
274,S11,new_method,67.47
275,S11,new_method,71.95
276,S12,new_method,77.62
277,S12,new_method,75.21
278,S12,new_method,76.53
279,S12,new_method,75.49
280,S12,new_method,78.32
281,S12,new_method,87.56
282,S12,new_method,59.29
283,S12,new_method,75.6
284,S12,new_method,78.49
285,S12,new_method,79.33
286,S12,new_method,74.65
287,S12,new_method,64.96
288,S12,new_method,79.55
289,S12,new_method,89.35
290,S12,new_method,66.52
291,S12,new_method,83.3
292,S12,new_method,74.96
293,S12,new_method,76.83
294,S12,new_method,69.88
295,S12,new_method,74.91
296,S12,new_method,86.36
297,S12,new_method,81.33
298,S12,new_method,89.38
299,S12,new_method,85.5
300,S12,new_method,80.33
301,S13,new_method,86.25
302,S13,new_method,88.97
303,S13,new_method,81.1
304,S13,new_method,83.64
305,S13,new_method,78.29
306,S13,new_method,90.1
307,S13,new_method,74.93
308,S13,new_method,88.65
309,S13,new_method,81.84
310,S13,new_method,91.37
311,S13,new_method,88.43
312,S13,new_method,95.92
313,S13,new_method,88.29
314,S13,new_method,72.17
315,S13,new_method,82.71
316,S13,new_method,74.97
317,S13,new_method,79.55
318,S13,new_method,93.75
319,S13,new_method,87.64
320,S13,new_method,78.28
321,S13,new_method,76.08
322,S13,new_method,83.41
323,S13,new_method,74.66
324,S13,new_method,78.48
325,S13,new_method,85.36
326,S14,new_method,85.08
327,S14,new_method,64.78
328,S14,new_method,82.95
329,S14,new_method,81.33
330,S14,new_method,83.72
331,S14,new_method,92.13
332,S14,new_method,66.38
333,S14,new_method,76.68
334,S14,new_method,84.96
335,S14,new_method,69.75
336,S14,new_method,91.15
337,S14,new_method,83.4
338,S14,new_method,86.75
339,S14,new_method,76.82
340,S14,new_method,86.52
341,S14,new_method,88.3
342,S14,new_method,82.45
343,S14,new_method,82.46
344,S14,new_method,82.71
345,S14,new_method,74.78
346,S14,new_method,79.79
347,S14,new_method,79.75
348,S14,new_method,83.51
349,S14,new_method,87.82
350,S14,new_method,73.41
351,S15,new_method,86.07
352,S15,new_method,70.49
353,S15,new_method,69.94
354,S15,new_method,77.12
355,S15,new_method,81.61
356,S15,new_method,75.78
357,S15,new_method,85.0
358,S15,new_method,81.7
359,S15,new_method,81.59
360,S15,new_method,79.58
361,S15,new_method,91.99
362,S15,new_method,74.26
363,S15,new_method,61.68
364,S15,new_method,86.93
365,S15,new_method,72.5
366,S15,new_method,76.46
367,S15,new_method,84.87
368,S15,new_method,64.48
369,S15,new_method,66.94
370,S15,new_method,64.49
371,S15,new_method,70.14
372,S15,new_method,78.78
373,S15,new_method,79.37
374,S15,new_method,77.63
375,S15,new_method,65.81
376,S16,new_method,67.34
377,S16,new_method,63.66
378,S16,new_method,70.18
379,S16,new_method,71.87
380,S16,new_method,67.93
381,S16,new_method,72.28
382,S16,new_method,68.56
383,S16,new_method,70.67
384,S16,new_method,62.03
385,S16,new_method,65.7
386,S16,new_method,68.34
387,S16,new_method,72.7
388,S16,new_method,64.2
389,S16,new_method,70.61
390,S16,new_method,65.1
391,S16,new_method,66.14
392,S16,new_method,72.77
393,S16,new_method,53.01
394,S16,new_method,57.88
395,S16,new_method,56.58
396,S16,new_method,50.62
397,S16,new_method,62.21
398,S16,new_method,72.21
399,S16,new_method,64.97
400,S16,new_method,68.34
401,S17,new_method,89.85
402,S17,new_method,80.07
403,S17,new_method,90.03
404,S17,new_method,81.2
405,S17,new_method,74.7
406,S17,new_method,76.4
407,S17,new_method,70.19
408,S17,new_method,74.34
409,S17,new_method,78.05
410,S17,new_method,86.18
411,S17,new_method,92.6
412,S17,new_method,70.88
413,S17,new_method,83.31
414,S17,new_method,73.27
415,S17,new_method,83.88
416,S17,new_method,79.64
417,S17,new_method,67.74
418,S17,new_method,87.05
419,S17,new_method,76.32
420,S17,new_method,76.82
421,S17,new_method,73.07
422,S17,new_method,75.98
423,S17,new_method,83.55
424,S17,new_method,79.23
425,S17,new_method,82.86
426,S18,new_method,86.89
427,S18,new_method,75.25
428,S18,new_method,67.31
429,S18,new_method,85.12
430,S18,new_method,75.33
431,S18,new_method,85.45
432,S18,new_method,80.33
433,S18,new_method,76.73
434,S18,new_method,80.09
435,S18,new_method,91.3
436,S18,new_method,92.19
437,S18,new_method,78.13
438,S18,new_method,78.77
439,S18,new_method,85.18
440,S18,new_method,71.73
441,S18,new_method,79.98
442,S18,new_method,77.47
443,S18,new_method,79.85
444,S18,new_method,71.81
445,S18,new_method,66.52
446,S18,new_method,63.14
447,S18,new_method,69.83
448,S18,new_method,74.44
449,S18,new_method,75.6
450,S18,new_method,91.21
451,S19,new_method,73.89
452,S19,new_method,83.06
453,S19,new_method,77.77
454,S19,new_method,78.63
455,S19,new_method,81.92
456,S19,new_method,84.96
457,S19,new_method,78.25
458,S19,new_method,88.07
459,S19,new_method,72.63
460,S19,new_method,80.67
461,S19,new_method,98.81
462,S19,new_method,82.19
463,S19,new_method,90.66
464,S19,new_method,81.26
465,S19,new_method,84.69
466,S19,new_method,80.23
467,S19,new_method,79.43
468,S19,new_method,75.17
469,S19,new_method,83.64
470,S19,new_method,74.66
471,S19,new_method,85.28
472,S19,new_method,88.22
473,S19,new_method,83.19
474,S19,new_method,78.62
475,S19,new_method,83.8
476,S20,new_method,81.51
477,S20,new_method,62.15
478,S20,new_method,72.62
479,S20,new_method,61.03
480,S20,new_method,64.5
481,S20,new_method,84.51
482,S20,new_method,81.23
483,S20,new_method,69.93
484,S20,new_method,64.45
485,S20,new_method,54.21
486,S20,new_method,71.16
487,S20,new_method,91.91
488,S20,new_method,78.01
489,S20,new_method,71.05
490,S20,new_method,78.22
491,S20,new_method,64.04
492,S20,new_method,72.88
493,S20,new_method,75.66
494,S20,new_method,74.36
495,S20,new_method,80.5
496,S20,new_method,77.38
497,S20,new_method,79.64
498,S20,new_method,70.15
499,S20,new_method,81.25
500,S20,new_method,86.37
501,S21,standard,64.91
502,S21,standard,80.47
503,S21,standard,69.78
504,S21,standard,80.95
505,S21,standard,68.02
506,S21,standard,81.3
507,S21,standard,72.04
508,S21,standard,72.93
509,S21,standard,82.07
510,S21,standard,68.59
511,S21,standard,64.53
512,S21,standard,67.98
513,S21,standard,74.29
514,S21,standard,60.16
515,S21,standard,75.58
516,S21,standard,67.35
517,S21,standard,79.15
518,S21,standard,54.36
519,S21,standard,65.61
520,S21,standard,59.31
521,S21,standard,65.34
522,S21,standard,72.85
523,S21,standard,69.86
524,S21,standard,69.35
525,S21,standard,70.01
526,S22,standard,68.75
527,S22,standard,80.76
528,S22,standard,80.45
529,S22,standard,78.51
530,S22,standard,79.71
531,S22,standard,77.89
532,S22,standard,90.06
533,S22,standard,75.2
534,S22,standard,73.66
535,S22,standard,70.54
536,S22,standard,68.59
537,S22,standard,67.1
538,S22,standard,69.59
539,S22,standard,75.32
540,S22,standard,78.15
541,S22,standard,76.17
542,S22,standard,70.45
543,S22,standard,82.11
544,S22,standard,80.99
545,S22,standard,74.7
546,S22,standard,71.24
547,S22,standard,79.65
548,S22,standard,77.13
549,S22,standard,65.68
550,S22,standard,75.34
551,S23,standard,69.75
552,S23,standard,77.38
553,S23,standard,65.86
554,S23,standard,85.4
555,S23,standard,84.78
556,S23,standard,74.28
557,S23,standard,78.59
558,S23,standard,59.18
559,S23,standard,67.95
560,S23,standard,73.99
561,S23,standard,68.54
562,S23,standard,81.05
563,S23,standard,90.03
564,S23,standard,67.81
565,S23,standard,70.19
566,S23,standard,77.7
567,S23,standard,87.33
568,S23,standard,67.49
569,S23,standard,77.79
570,S23,standard,88.8
571,S23,standard,64.49
572,S23,standard,67.08
573,S23,standard,73.08
574,S23,standard,72.4
575,S23,standard,81.74
576,S24,standard,63.54
577,S24,standard,79.57
578,S24,standard,71.92
579,S24,standard,84.89
580,S24,standard,71.57
581,S24,standard,71.51
582,S24,standard,79.75
583,S24,standard,81.31
584,S24,standard,79.1
585,S24,standard,64.17
586,S24,standard,79.73
587,S24,standard,68.73
588,S24,standard,77.61
589,S24,standard,66.0
590,S24,standard,79.09
591,S24,standard,70.32
592,S24,standard,66.99
593,S24,standard,80.96
594,S24,standard,77.66
595,S24,standard,71.67
596,S24,standard,86.12
597,S24,standard,72.88
598,S24,standard,76.19
599,S24,standard,77.85
600,S24,standard,71.63
601,S25,standard,73.15
602,S25,standard,74.0
603,S25,standard,86.42
604,S25,standard,69.6
605,S25,standard,60.0
606,S25,standard,88.16
607,S25,standard,94.73
608,S25,standard,74.05
609,S25,standard,63.33
610,S25,standard,74.71
611,S25,standard,74.88
612,S25,standard,75.56
613,S25,standard,69.09
614,S25,standard,80.94
615,S25,standard,80.56
616,S25,standard,66.42
617,S25,standard,81.78
618,S25,standard,91.25
619,S25,standard,78.09
620,S25,standard,74.52
621,S25,standard,75.89
622,S25,standard,81.19
623,S25,standard,64.77
624,S25,standard,78.04
625,S25,standard,74.15
626,S26,standard,81.17
627,S26,standard,94.07
628,S26,standard,74.67
629,S26,standard,86.5
630,S26,standard,84.63
631,S26,standard,76.31
632,S26,standard,83.63
633,S26,standard,90.88
634,S26,standard,80.12
635,S26,standard,70.55
636,S26,standard,82.27
637,S26,standard,76.07
638,S26,standard,79.99
639,S26,standard,81.82
640,S26,standard,70.45
641,S26,standard,71.08
642,S26,standard,85.77
643,S26,standard,78.73
644,S26,standard,64.44
645,S26,standard,87.89
646,S26,standard,84.3
647,S26,standard,77.39
648,S26,standard,73.17
649,S26,standard,88.24
650,S26,standard,84.84
651,S27,standard,87.47
652,S27,standard,87.24
653,S27,standard,83.36
654,S27,standard,90.25
655,S27,standard,88.91
656,S27,standard,93.29
657,S27,standard,80.88
658,S27,standard,81.48
659,S27,standard,81.18
660,S27,standard,90.07
661,S27,standard,95.02
662,S27,standard,81.32
663,S27,standard,81.56
664,S27,standard,86.73
665,S27,standard,82.81
666,S27,standard,91.19
667,S27,standard,68.77
668,S27,standard,78.74
669,S27,standard,79.05
670,S27,standard,68.29
671,S27,standard,77.78
672,S27,standard,78.12
673,S27,standard,83.12
674,S27,standard,92.32
675,S27,standard,82.81
676,S28,standard,70.48
677,S28,standard,78.22
678,S28,standard,64.05
679,S28,standard,64.5
680,S28,standard,74.79
681,S28,standard,69.33
682,S28,standard,75.41
683,S28,standard,70.78
684,S28,standard,75.79
685,S28,standard,63.63
686,S28,standard,70.79
687,S28,standard,69.4
688,S28,standard,62.37
689,S28,standard,59.93
690,S28,standard,75.68
691,S28,standard,68.42
692,S28,standard,63.72
693,S28,standard,70.2
694,S28,standard,78.77
695,S28,standard,54.91
696,S28,standard,60.4
697,S28,standard,64.42
698,S28,standard,81.1
699,S28,standard,72.85
700,S28,standard,76.25
701,S29,standard,62.6
702,S29,standard,73.57
703,S29,standard,70.85
704,S29,standard,74.28
705,S29,standard,69.13
706,S29,standard,72.39
707,S29,standard,71.55
708,S29,standard,75.88
709,S29,standard,76.09
710,S29,standard,59.1
711,S29,standard,54.71
712,S29,standard,77.45
713,S29,standard,78.75
714,S29,standard,63.29
715,S29,standard,57.42
716,S29,standard,71.13
717,S29,standard,76.96
718,S29,standard,83.02
719,S29,standard,74.05
720,S29,standard,67.84
721,S29,standard,64.19
722,S29,standard,70.52
723,S29,standard,68.34
724,S29,standard,63.33
725,S29,standard,84.78
726,S30,standard,90.09
727,S30,standard,75.69
728,S30,standard,88.13
729,S30,standard,86.62
730,S30,standard,85.24
731,S30,standard,90.89
732,S30,standard,86.59
733,S30,standard,87.32
734,S30,standard,86.6
735,S30,standard,84.53
736,S30,standard,69.66
737,S30,standard,82.73
738,S30,standard,78.25
739,S30,standard,73.18
740,S30,standard,93.91
741,S30,standard,94.24
742,S30,standard,91.66
743,S30,standard,83.93
744,S30,standard,91.6
745,S30,standard,82.23
746,S30,standard,83.56
747,S30,standard,74.49
748,S30,standard,84.92
749,S30,standard,82.56
750,S30,standard,73.02
751,S31,standard,74.24
752,S31,standard,87.38
753,S31,standard,81.05
754,S31,standard,74.88
755,S31,standard,76.54
756,S31,standard,75.1
757,S31,standard,73.37
758,S31,standard,67.22
759,S31,standard,73.74
760,S31,standard,69.57
761,S31,standard,66.04
762,S31,standard,78.37
763,S31,standard,77.53
764,S31,standard,62.29
765,S31,standard,73.94
766,S31,standard,81.77
767,S31,standard,82.21
768,S31,standard,81.98
769,S31,standard,75.07
770,S31,standard,68.88
771,S31,standard,67.21
772,S31,standard,77.21
773,S31,standard,77.45
774,S31,standard,83.81
775,S31,standard,82.5
776,S32,standard,65.76
777,S32,standard,72.24
778,S32,standard,75.99
779,S32,standard,73.06
780,S32,standard,70.43
781,S32,standard,76.24
782,S32,standard,70.94
783,S32,standard,70.07
784,S32,standard,76.65
785,S32,standard,71.66
786,S32,standard,76.18
787,S32,standard,76.38
788,S32,standard,66.5
789,S32,standard,71.1
790,S32,standard,84.54
791,S32,standard,66.34
792,S32,standard,59.65
793,S32,standard,61.44
794,S32,standard,74.67
795,S32,standard,74.69
796,S32,standard,73.65
797,S32,standard,82.97
798,S32,standard,55.76
799,S32,standard,77.24
800,S32,standard,85.4
801,S33,standard,67.83
802,S33,standard,65.22
803,S33,standard,64.23
804,S33,standard,68.21
805,S33,standard,80.48
806,S33,standard,83.35
807,S33,standard,68.14
808,S33,standard,83.82
809,S33,standard,70.74
810,S33,standard,82.76
811,S33,standard,69.84
812,S33,standard,71.41
813,S33,standard,73.05
814,S33,standard,92.74
815,S33,standard,76.45
816,S33,standard,65.54
817,S33,standard,77.27
818,S33,standard,67.96
819,S33,standard,67.06
820,S33,standard,76.85
821,S33,standard,70.71
822,S33,standard,72.44
823,S33,standard,70.59
824,S33,standard,72.84
825,S33,standard,73.46
826,S34,standard,71.92
827,S34,standard,60.38
828,S34,standard,57.16
829,S34,standard,66.84
830,S34,standard,67.84
831,S34,standard,62.4
832,S34,standard,73.07
833,S34,standard,57.86
834,S34,standard,64.4
835,S34,standard,63.16
836,S34,standard,66.93
837,S34,standard,69.2
838,S34,standard,60.2
839,S34,standard,72.32
840,S34,standard,67.69
841,S34,standard,54.01
842,S34,standard,53.54
843,S34,standard,67.17
844,S34,standard,65.71
845,S34,standard,66.53
846,S34,standard,67.06
847,S34,standard,68.83
848,S34,standard,73.89
849,S34,standard,59.47
850,S34,standard,59.05
851,S35,standard,72.65
852,S35,standard,79.34
853,S35,standard,67.61
854,S35,standard,53.11
855,S35,standard,58.7
856,S35,standard,64.8
857,S35,standard,66.72
858,S35,standard,67.77
859,S35,standard,70.9
860,S35,standard,68.44
861,S35,standard,77.97
862,S35,standard,65.89
863,S35,standard,64.59
864,S35,standard,73.98
865,S35,standard,59.88
866,S35,standard,73.35
867,S35,standard,71.34
868,S35,standard,69.59
869,S35,standard,81.74
870,S35,standard,66.27
871,S35,standard,85.05
872,S35,standard,69.05
873,S35,standard,61.69
874,S35,standard,71.12
875,S35,standard,63.09
876,S36,standard,74.77
877,S36,standard,75.88
878,S36,standard,67.64
879,S36,standard,78.9
880,S36,standard,80.1
881,S36,standard,82.05
882,S36,standard,75.7
883,S36,standard,81.54
884,S36,standard,58.83
885,S36,standard,69.77
886,S36,standard,65.92
887,S36,standard,72.83
888,S36,standard,67.99
889,S36,standard,70.83
890,S36,standard,85.17
891,S36,standard,70.8
892,S36,standard,74.89
893,S36,standard,70.37
894,S36,standard,72.52
895,S36,standard,72.04
896,S36,standard,75.13
897,S36,standard,80.15
898,S36,standard,83.52
899,S36,standard,74.16
900,S36,standard,76.12
901,S37,standard,69.78
902,S37,standard,76.98
903,S37,standard,76.46
904,S37,standard,71.88
905,S37,standard,76.6
906,S37,standard,73.83
907,S37,standard,78.8
908,S37,standard,72.42
909,S37,standard,67.91
910,S37,standard,72.75
911,S37,standard,49.88
912,S37,standard,73.08
913,S37,standard,44.86
914,S37,standard,58.33
915,S37,standard,73.56
916,S37,standard,73.74
917,S37,standard,62.26
918,S37,standard,65.41
919,S37,standard,79.99
920,S37,standard,67.01
921,S37,standard,86.1
922,S37,standard,70.38
923,S37,standard,73.25
924,S37,standard,81.71
925,S37,standard,71.31
926,S38,standard,70.22
927,S38,standard,70.74
928,S38,standard,61.44
929,S38,standard,69.2
930,S38,standard,65.8
931,S38,standard,77.46
932,S38,standard,71.23
933,S38,standard,69.01
934,S38,standard,70.25
935,S38,standard,72.55
936,S38,standard,75.31
937,S38,standard,63.99
938,S38,standard,63.7
939,S38,standard,78.72
940,S38,standard,68.1
941,S38,standard,61.07
942,S38,standard,74.1
943,S38,standard,74.23
944,S38,standard,60.28
945,S38,standard,72.6
946,S38,standard,76.14
947,S38,standard,73.61
948,S38,standard,75.41
949,S38,standard,61.16
950,S38,standard,73.31
951,S39,standard,70.41
952,S39,standard,79.88
953,S39,standard,84.14
954,S39,standard,86.35
955,S39,standard,82.99
956,S39,standard,73.02
957,S39,standard,76.26
958,S39,standard,79.16
959,S39,standard,74.64
960,S39,standard,74.7
961,S39,standard,79.56
962,S39,standard,73.37
963,S39,standard,68.68
964,S39,standard,70.89
965,S39,standard,78.23
966,S39,standard,73.81
967,S39,standard,76.17
968,S39,standard,78.48
969,S39,standard,71.17
970,S39,standard,79.08
971,S39,standard,76.44
972,S39,standard,65.15
973,S39,standard,83.89
974,S39,standard,70.28
975,S39,standard,62.2
976,S40,standard,63.67
977,S40,standard,71.19
978,S40,standard,68.9
979,S40,standard,68.46
980,S40,standard,75.16
981,S40,standard,73.2
982,S40,standard,73.03
983,S40,standard,73.69
984,S40,standard,75.13
985,S40,standard,56.06
986,S40,standard,68.27
987,S40,standard,55.56
988,S40,standard,71.07
989,S40,standard,70.79
990,S40,standard,78.14
991,S40,standard,79.13
992,S40,standard,72.24
993,S40,standard,67.32
994,S40,standard,74.22
995,S40,standard,67.12
996,S40,standard,70.81
997,S40,standard,77.72
998,S40,standard,66.92
999,S40,standard,76.46
1000,S40,standard,75.56
