transaction_id,customer_id,amount,category,txn_date
Q2T0200042,C02083,29.28,home,2024-01-02 06:44:49
Q2T0200043,C04505,168.01,home,2024-01-02 06:58:37
Q2T0200044,C01361,165.65,books,2024-01-02 07:55:29
Q2T0200045,C02076,54.48,electronics,2024-01-02 08:26:21
Q2T0200046,C02639,31.53,home,2024-01-02 09:24:31
Q2T0200047,C02322,225.51,home,2024-01-02 10:19:13
Q2T0200048,C02439,150.6,groceries,2024-01-02 10:29:07
Q2T0200049,C01295,227.64,apparel,2024-01-02 10:56:38
Q2T0200050,C04239,212.51,books,2024-01-02 11:19:14
Q2T0200051,C00822,245.28,home,2024-01-02 11:50:47
Q2T0200052,C03006,95.37,apparel,2024-01-02 12:25:18
Q2T0200053,C00514,87.62,books,2024-01-02 12:26:08
Q2T0200054,C01426,104.7,groceries,2024-01-02 14:23:33
Q2T0200055,C02198,172.66,electronics,2024-01-02 14:50:30
Q2T0200056,C04026,91.35,groceries,2024-01-02 15:22:56
Q2T0200057,C01913,187.65,apparel,2024-01-02 15:46:02
Q2T0200058,C04658,156.71,home,2024-01-02 16:59:34
Q2T0200059,C03876,139.04,groceries,2024-01-02 17:06:14
Q2T0200060,C03597,219.54,electronics,2024-01-02 18:15:40
Q2T0200061,C04010,101.25,groceries,2024-01-02 18:38:35
Q2T0200062,C03007,135.13,books,2024-01-02 21:06:38
Q2T0200063,C02217,73.69,home,2024-01-02 21:21:16
Q2T0200064,C02930,46.81,electronics,2024-01-02 21:25:07
Q2T0200065,C01042,150.41,books,2024-01-02 23:19:15
Q2T0200066,C01531,135.83,electronics,2024-01-02 23:52:59
Q2T0200067,C01452,107.44,apparel,2024-01-03 00:10:06
Q2T0200068,C01758,78.42,electronics,2024-01-03 01:48:19
Q2T0200069,C00869,124.09,apparel,2024-01-03 02:20:36
Q2T0200070,C03739,249.37,electronics,2024-01-03 03:12:30
Q2T0200071,C03205,241.79,home,2024-01-03 04:26:30
Q2T0200072,C01059,13.43,home,2024-01-03 05:24:48
Q2T0200073,C02342,42.44,groceries,2024-01-03 05:37:43
Q2T0200074,C03734,155.8,apparel,2024-01-03 05:47:22
Q2T0200075,C00482,142.59,electronics,2024-01-03 05:49:58
Q2T0200076,C04480,240.24,books,2024-01-03 06:15:30
Q2T0200077,C00418,56.77,books,2024-01-03 06:25:06
Q2T0200078,C03876,218.93,groceries,2024-01-03 06:47:41
Q2T0200079,C04064,121.28,home,2024-01-03 07:07:17
Q2T0200080,C00454,189.9,apparel,2024-01-03 08:19:57
Q2T0200081,C01559,83.05,groceries,2024-01-03 08:31:28
Q2T0200082,C04227,39.55,apparel,2024-01-03 09:10:32
Q2T0200083,C01637,25.66,groceries,2024-01-03 09:22:02
Q2T0200084,C02027,204.31,electronics,2024-01-03 10:12:23
Q2T0200085,C00336,35.98,home,2024-01-03 10:53:24
Q2T0200086,C02215,120.01,groceries,2024-01-03 11:09:19
Q2T0200087,C03271,161.01,home,2024-01-03 11:31:06
Q2T0200088,C01711,117.09,electronics,2024-01-03 11:39:25
Q2T0200089,C04810,240.91,books,2024-01-03 12:36:34
Q2T0200090,C00182,99.46,home,2024-01-03 13:55:42
Q2T0200091,C03358,225.76,home,2024-01-03 13:57:33
Q2T0200092,C02266,237.23,home,2024-01-03 14:54:26
Q2T0200093,C02351,81.29,apparel,2024-01-03 15:03:43
Q2T0200094,C02104,154.94,home,2024-01-03 16:27:24
Q2T0200095,C04082,112.29,electronics,2024-01-03 16:53:12
Q2T0200096,C04392,141.19,electronics,2024-01-03 18:49:45
Q2T0200097,C04178,187.92,books,2024-01-03 19:05:31
Q2T0200098,C02372,16.44,electronics,2024-01-03 19:33:40
Q2T0200099,C01117,53.01,books,2024-01-03 20:23:10
Q2T0200100,C00925,229.29,books,2024-01-03 20:41:39
Q2T0200101,C02483,191.13,apparel,2024-01-03 21:19:22
Q2T0200102,C01476,49.67,groceries,2024-01-03 22:27:08
Q2T0200103,C00929,141.44,apparel,2024-01-03 23:19:25
Q2T0200104,C03535,107.28,groceries,2024-01-04 00:09:56
Q2T0200105,C00510,241.8,groceries,2024-01-04 00:57:38
Q2T0200106,C00035,6.52,home,2024-01-04 01:46:42
Q2T0200107,C01863,57.93,books,2024-01-04 01:53:10
Q2T0200108,C04223,149.8,home,2024-01-04 01:56:39
Q2T0200109,C03036,49.18,electronics,2024-01-04 03:15:09
Q2T0200110,C00079,206.75,groceries,2024-01-04 03:55:31
Q2T0200111,C03211,213.41,home,2024-01-04 04:40:45
Q2T0200112,C04875,79.82,apparel,2024-01-04 04:56:25
Q2T0200113,C03892,216.93,groceries,2024-01-04 05:08:58
Q2T0200114,C01349,38.15,electronics,2024-01-04 06:17:27
Q2T0200115,C02663,113.08,apparel,2024-01-04 06:39:08
Q2T0200116,C01023,64.28,books,2024-01-04 06:50:26
Q2T0200117,C00567,92.33,electronics,2024-01-04 08:06:27
Q2T0200118,C03334,197.0,apparel,2024-01-04 08:27:30
Q2T0200119,C00064,133.92,electronics,2024-01-04 08:40:41
Q2T0200120,C00936,8.14,groceries,2024-01-04 09:10:20
Q2T0200121,C00050,164.01,groceries,2024-01-04 09:33:16
Q2T0200122,C01461,153.0,home,2024-01-04 10:26:29
Q2T0200123,C04965,128.89,apparel,2024-01-04 11:16:53
Q2T0200124,C01496,212.93,groceries,2024-01-04 11:27:58
Q2T0200125,C00631,145.89,home,2024-01-04 12:19:21
Q2T0200126,C04571,45.3,apparel,2024-01-04 12:40:51
Q2T0200127,C03343,102.6,electronics,2024-01-04 12:55:25
Q2T0200128,C01128,133.82,home,2024-01-04 12:57:04
Q2T0200129,C03261,21.46,apparel,2024-01-04 14:58:24
Q2T0200130,C03106,218.54,electronics,2024-01-04 15:15:39
Q2T0200131,C04098,105.64,books,2024-01-04 15:17:48
Q2T0200132,C03061,58.09,books,2024-01-04 15:18:28
Q2T0200133,C01674,209.71,home,2024-01-04 15:45:01
Q2T0200134,C02929,96.17,groceries,2024-01-04 17:19:01
Q2T0200135,C04225,155.83,apparel,2024-01-04 17:24:28
Q2T0200136,C04569,73.58,home,2024-01-04 18:04:22
Q2T0200137,C03871,92.74,electronics,2024-01-04 20:01:20
Q2T0200138,C01402,126.1,electronics,2024-01-04 21:45:32
Q2T0200139,C00403,205.7,home,2024-01-04 21:53:20
Q2T0200140,C03050,136.36,home,2024-01-05 00:02:38
Q2T0200141,C03999,68.77,electronics,2024-01-05 01:01:43
Q2T0200142,C00858,124.29,books,2024-01-05 02:13:58
Q2T0200143,C01656,78.5,books,2024-01-05 02:26:30
Q2T0200144,C00309,78.09,groceries,2024-01-05 03:16:31
Q2T0200145,C04165,130.84,home,2024-01-05 03:24:52
Q2T0200146,C02795,157.54,electronics,2024-01-05 04:15:28
Q2T0200147,C04769,130.92,apparel,2024-01-05 07:33:05
Q2T0200148,C00967,132.71,apparel,2024-01-05 08:30:33
Q2T0200149,C03320,216.61,electronics,2024-01-05 08:40:56
Q2T0200150,C01581,234.62,home,2024-01-05 10:00:35
Q2T0200151,C00885,227.06,apparel,2024-01-05 10:24:04
Q2T0200152,C04308,74.02,books,2024-01-05 10:31:40
Q2T0200153,C04173,16.26,books,2024-01-05 11:52:30
Q2T0200154,C04216,246.3,apparel,2024-01-05 12:09:19
Q2T0200155,C03689,43.13,electronics,2024-01-05 12:51:51
Q2T0200156,C02477,5.27,groceries,2024-01-05 12:52:47
Q2T0200157,C02933,146.47,groceries,2024-01-05 13:16:44
Q2T0200158,C04679,74.9,groceries,2024-01-05 13:30:01
Q2T0200159,C01318,27.79,home,2024-01-05 13:33:42
Q2T0200160,C03441,185.95,electronics,2024-01-05 13:47:22
Q2T0200161,C01207,220.51,books,2024-01-05 14:05:37
Q2T0200162,C04189,179.27,groceries,2024-01-05 14:53:21
Q2T0200163,C00790,74.84,groceries,2024-01-05 14:59:59
Q2T0200164,C03445,26.15,electronics,2024-01-05 15:21:00
Q2T0200165,C02266,175.84,electronics,2024-01-05 15:23:48
Q2T0200166,C02269,101.14,apparel,2024-01-05 15:51:58
Q2T0200167,C01532,107.08,home,2024-01-05 16:42:16
Q2T0200168,C02579,150.41,apparel,2024-01-05 16:48:51
Q2T0200169,C00604,20.76,groceries,2024-01-05 17:00:59
Q2T0200170,C03461,20.43,apparel,2024-01-05 17:25:58
Q2T0200171,C02994,42.86,books,2024-01-05 18:48:07
Q2T0200172,C01383,58.84,home,2024-01-05 19:03:58
Q2T0200173,C03860,152.27,groceries,2024-01-05 20:31:55
Q2T0200174,C04466,219.5,apparel,2024-01-05 20:45:25
Q2T0200175,C00239,47.47,home,2024-01-05 22:11:01
Q2T0200176,C03482,167.43,electronics,2024-01-06 00:27:44
Q2T0200177,C01903,228.23,electronics,2024-01-06 01:21:55
Q2T0200178,C03608,122.51,electronics,2024-01-06 02:47:33
Q2T0200179,C01733,10.65,groceries,2024-01-06 03:39:39
Q2T0200180,C03546,142.1,groceries,2024-01-06 04:07:20
Q2T0200181,C02054,75.97,apparel,2024-01-06 04:17:13
Q2T0200182,C01805,147.59,home,2024-01-06 04:41:11
Q2T0200183,C03489,109.5,electronics,2024-01-06 04:48:34
Q2T0200184,C02526,80.26,apparel,2024-01-06 05:13:49
Q2T0200185,C02374,141.32,groceries,2024-01-06 05:47:46
Q2T0200186,C02627,46.42,books,2024-01-06 05:59:20
Q2T0200187,C02059,202.95,electronics,2024-01-06 09:18:45
Q2T0200188,C01171,244.06,home,2024-01-06 10:17:29
Q2T0200189,C04689,239.72,books,2024-01-06 11:00:56
Q2T0200190,C00721,162.07,apparel,2024-01-06 11:52:34
Q2T0200191,C04403,243.32,books,2024-01-06 11:59:28
Q2T0200192,C01546,191.78,groceries,2024-01-06 13:54:31
Q2T0200193,C02540,82.07,groceries,2024-01-06 14:44:27
Q2T0200194,C02623,240.33,apparel,2024-01-06 14:57:39
Q2T0200195,C04081,224.57,books,2024-01-06 15:38:55
Q2T0200196,C00255,8.5,apparel,2024-01-06 16:01:12
Q2T0200197,C03915,9.31,electronics,2024-01-06 20:12:51
Q2T0200198,C00385,104.16,books,2024-01-06 20:26:32
Q2T0200199,C03812,69.21,books,2024-01-06 21:45:17
Q2T0200200,C04896,108.95,groceries,2024-01-06 21:49:05
Q2T0200201,C03573,67.78,apparel,2024-01-06 23:00:41
Q2T0200202,C00786,172.81,groceries,2024-01-06 23:23:35
Q2T0200203,C03795,218.19,books,2024-01-07 00:34:47
Q2T0200204,C03788,52.55,electronics,2024-01-07 01:17:04
Q2T0200205,C02692,128.72,apparel,2024-01-07 01:27:10
Q2T0200206,C03813,241.51,apparel,2024-01-07 01:40:55
Q2T0200207,C02062,108.96,electronics,2024-01-07 01:53:41
Q2T0200208,C03116,133.65,books,2024-01-07 02:48:13
Q2T0200209,C01405,130.05,home,2024-01-07 03:20:16
Q2T0200210,C03135,124.54,home,2024-01-07 04:48:04
Q2T0200211,C01648,46.35,electronics,2024-01-07 04:58:58
Q2T0200212,C01389,7.15,home,2024-01-07 05:21:51
Q2T0200213,C00563,141.33,home,2024-01-07 05:31:25
Q2T0200214,C03663,133.29,apparel,2024-01-07 06:18:13
Q2T0200215,C02329,46.28,groceries,2024-01-07 07:13:17
Q2T0200216,C02392,219.13,electronics,2024-01-07 08:03:21
Q2T0200217,C04608,224.78,books,2024-01-07 09:41:26
Q2T0200218,C00343,197.76,electronics,2024-01-07 09:44:10
Q2T0200219,C04743,114.16,electronics,2024-01-07 09:58:28
Q2T0200220,C01416,62.54,books,2024-01-07 10:06:13
Q2T0200221,C02247,105.88,books,2024-01-07 12:03:37
Q2T0200222,C03612,135.22,groceries,2024-01-07 12:06:41
Q2T0200223,C03566,140.61,groceries,2024-01-07 12:19:21
Q2T0200224,C02266,79.14,home,2024-01-07 12:25:54
Q2T0200225,C04348,131.13,groceries,2024-01-07 12:38:10
Q2T0200226,C00736,239.19,home,2024-01-07 13:09:29
Q2T0200227,C04491,138.85,apparel,2024-01-07 13:09:57
Q2T0200228,C03104,8.01,books,2024-01-07 13:41:46
Q2T0200229,C01928,126.48,electronics,2024-01-07 14:01:06
Q2T0200230,C04453,178.43,groceries,2024-01-07 14:35:41
Q2T0200231,C03742,122.44,groceries,2024-01-07 15:01:24
Q2T0200232,C04103,166.95,books,2024-01-07 15:03:55
Q2T0200233,C01699,206.28,home,2024-01-07 16:20:11
Q2T0200234,C03295,70.36,home,2024-01-07 16:49:33
Q2T0200235,C02312,208.29,apparel,2024-01-07 16:56:45
Q2T0200236,C03800,73.55,apparel,2024-01-07 17:19:55
Q2T0200237,C01020,151.97,apparel,2024-01-07 18:48:21
Q2T0200238,C03719,199.46,electronics,2024-01-07 18:52:08
Q2T0200239,C01176,234.69,home,2024-01-07 18:55:25
Q2T0200240,C04895,133.01,books,2024-01-07 19:18:41
Q2T0200241,C02031,91.93,books,2024-01-07 20:22:08
Q2T0200242,C00522,145.55,home,2024-01-07 20:52:05
Q2T0200243,C01690,218.88,home,2024-01-07 22:06:32
Q2T0200244,C04449,54.14,books,2024-01-07 23:06:00
Q2T0200245,C02414,133.46,groceries,2024-01-08 00:35:04
Q2T0200246,C01566,170.18,home,2024-01-08 00:37:47
Q2T0200247,C00329,200.65,books,2024-01-08 01:42:18
Q2T0200248,C01184,27.5,home,2024-01-08 02:38:22
Q2T0200249,C04430,60.3,home,2024-01-08 04:59:25
Q2T0200250,C04596,139.2,home,2024-01-08 05:57:31
Q2T0200251,C02088,55.6,home,2024-01-08 07:12:18
Q2T0200252,C04002,124.6,electronics,2024-01-08 08:16:20
Q2T0200253,C00982,164.89,home,2024-01-08 09:41:03
Q2T0200254,C01766,103.14,electronics,2024-01-08 10:25:26
Q2T0200255,C00879,39.38,home,2024-01-08 11:45:46
Q2T0200256,C00560,211.67,home,2024-01-08 11:58:35
Q2T0200257,C04912,46.49,electronics,2024-01-08 12:03:38
Q2T0200258,C03904,47.76,home,2024-01-08 12:17:16
Q2T0200259,C03929,218.88,apparel,2024-01-08 13:35:51
Q2T0200260,C03628,10.48,books,2024-01-08 13:53:23
Q2T0200261,C00384,216.61,apparel,2024-01-08 16:18:31
Q2T0200262,C03352,174.55,groceries,2024-01-08 16:20:06
Q2T0200263,C04593,190.62,home,2024-01-08 17:12:17
Q2T0200264,C04601,36.39,electronics,2024-01-08 17:15:28
Q2T0200265,C00023,15.45,home,2024-01-08 18:05:36
Q2T0200266,C02558,175.74,groceries,2024-01-08 19:33:25
Q2T0200267,C00204,157.49,home,2024-01-08 19:46:57
Q2T0200268,C01378,103.29,groceries,2024-01-08 19:53:16
Q2T0200269,C02737,119.45,books,2024-01-08 19:57:11
Q2T0200270,C03946,186.44,home,2024-01-08 20:50:24
Q2T0200271,C01017,248.66,books,2024-01-08 21:51:48
Q2T0200272,C02114,214.48,home,2024-01-08 22:29:15
Q2T0200273,C01869,17.15,books,2024-01-08 23:59:55
Q2T0200274,C03848,219.83,books,2024-01-09 00:43:08
Q2T0200275,C03581,86.03,electronics,2024-01-09 01:27:54
Q2T0200276,C04767,18.25,groceries,2024-01-09 01:54:32
Q2T0200277,C00816,163.46,electronics,2024-01-09 03:15:34
Q2T0200278,C01983,162.14,electronics,2024-01-09 04:22:45
Q2T0200279,C04626,227.68,apparel,2024-01-09 06:25:09
Q2T0200280,C00812,220.89,electronics,2024-01-09 06:54:03
Q2T0200281,C02633,69.53,books,2024-01-09 08:09:26
Q2T0200282,C01853,200.06,apparel,2024-01-09 08:18:49
Q2T0200283,C02512,167.16,books,2024-01-09 08:50:55
Q2T0200284,C03205,107.96,electronics,2024-01-09 08:53:46
Q2T0200285,C01810,119.68,apparel,2024-01-09 10:16:53
Q2T0200286,C01771,43.96,groceries,2024-01-09 12:05:48
Q2T0200287,C04781,52.96,apparel,2024-01-09 13:44:51
Q2T0200288,C00819,24.36,groceries,2024-01-09 14:06:29
Q2T0200289,C00929,13.73,apparel,2024-01-09 14:45:23
Q2T0200290,C00546,110.34,groceries,2024-01-09 14:59:00
Q2T0200291,C02773,99.5,books,2024-01-09 15:00:33
Q2T0200292,C01027,118.62,apparel,2024-01-09 15:15:36
Q2T0200293,C03857,124.44,electronics,2024-01-09 15:38:03
Q2T0200294,C02954,77.66,home,2024-01-09 15:44:47
Q2T0200295,C01324,205.47,books,2024-01-09 16:00:33
Q2T0200296,C02071,55.18,apparel,2024-01-09 16:09:09
Q2T0200297,C03593,117.33,groceries,2024-01-09 17:08:00
Q2T0200298,C00232,25.78,home,2024-01-09 19:01:45
Q2T0200299,C04162,206.34,groceries,2024-01-09 20:04:32
Q2T0200300,C03358,192.21,groceries,2024-01-09 20:06:24
Q2T0200301,C02753,169.23,groceries,2024-01-09 20:57:00
Q2T0200302,C03172,247.94,electronics,2024-01-10 01:41:06
Q2T0200303,C02023,70.5,groceries,2024-01-10 02:55:33
Q2T0200304,C03446,233.56,groceries,2024-01-10 03:06:57
Q2T0200305,C02419,111.75,electronics,2024-01-10 04:50:20
Q2T0200306,C01266,172.76,groceries,2024-01-10 05:03:20
Q2T0200307,C04325,77.53,electronics,2024-01-10 05:09:16
Q2T0200308,C02506,12.31,apparel,2024-01-10 06:07:10
Q2T0200309,C02689,122.78,home,2024-01-10 07:18:14
Q2T0200310,C02130,69.25,apparel,2024-01-10 08:13:37
Q2T0200311,C00065,119.49,groceries,2024-01-10 09:01:09
Q2T0200312,C01635,23.94,groceries,2024-01-10 09:07:31
Q2T0200313,C04407,234.69,apparel,2024-01-10 11:05:01
Q2T0200314,C04046,50.31,apparel,2024-01-10 11:49:18
Q2T0200315,C02361,198.82,electronics,2024-01-10 13:16:46
Q2T0200316,C00327,153.08,books,2024-01-10 14:38:07
Q2T0200317,C04131,112.07,books,2024-01-10 15:08:35
Q2T0200318,C00332,137.66,groceries,2024-01-10 15:30:30
Q2T0200319,C02852,56.47,electronics,2024-01-10 16:06:28
Q2T0200320,C03168,72.07,apparel,2024-01-10 17:09:52
Q2T0200321,C04270,149.56,apparel,2024-01-10 17:15:59
Q2T0200322,C02450,178.54,groceries,2024-01-10 18:10:21
Q2T0200323,C02678,99.44,electronics,2024-01-10 18:22:18
Q2T0200324,C02153,104.85,books,2024-01-10 18:53:10
Q2T0200325,C04035,124.67,books,2024-01-10 19:33:49
Q2T0200326,C04428,121.75,groceries,2024-01-10 20:01:01
Q2T0200327,C02212,143.56,home,2024-01-10 20:56:42
Q2T0200328,C02424,202.22,groceries,2024-01-10 21:18:06
Q2T0200329,C00381,7.23,home,2024-01-10 22:45:18
Q2T0200330,C01661,129.82,electronics,2024-01-10 23:04:04
Q2T0200331,C01159,248.27,electronics,2024-01-10 23:12:58
Q2T0200332,C04380,32.89,apparel,2024-01-10 23:29:17
Q2T0200333,C03680,23.26,books,2024-01-11 00:00:40
Q2T0200334,C03867,29.86,books,2024-01-11 00:29:04
Q2T0200335,C01943,101.51,groceries,2024-01-11 00:47:14
Q2T0200336,C04446,140.72,groceries,2024-01-11 03:07:02
Q2T0200337,C03712,76.04,groceries,2024-01-11 03:09:19
Q2T0200338,C03416,10.98,home,2024-01-11 03:12:53
Q2T0200339,C00830,144.35,groceries,2024-01-11 03:15:24
Q2T0200340,C00051,167.68,apparel,2024-01-11 03:54:54
Q2T0200341,C04400,53.96,home,2024-01-11 05:09:59
Q2T0200342,C00730,7.05,books,2024-01-11 05:20:58
Q2T0200343,C01188,5.42,books,2024-01-11 05:44:05
Q2T0200344,C04467,110.71,books,2024-01-11 06:29:56
Q2T0200345,C03963,159.86,home,2024-01-11 06:45:54
Q2T0200346,C01739,10.25,home,2024-01-11 07:30:00
Q2T0200347,C02145,161.81,home,2024-01-11 08:07:03
Q2T0200348,C00867,66.1,books,2024-01-11 08:12:37
Q2T0200349,C00072,248.42,groceries,2024-01-11 08:37:54
Q2T0200350,C02387,112.7,home,2024-01-11 08:59:52
Q2T0200351,C00571,232.56,books,2024-01-11 09:04:00
Q2T0200352,C00357,212.69,books,2024-01-11 09:13:48
Q2T0200353,C01326,226.4,books,2024-01-11 09:21:18
Q2T0200354,C00817,183.31,electronics,2024-01-11 09:25:42
Q2T0200355,C00015,135.85,groceries,2024-01-11 10:35:19
Q2T0200356,C02525,23.38,groceries,2024-01-11 11:41:37
Q2T0200357,C03647,28.7,books,2024-01-11 11:51:44
Q2T0200358,C02664,47.16,home,2024-01-11 13:18:52
Q2T0200359,C01189,61.2,home,2024-01-11 13:37:26
Q2T0200360,C03129,203.81,apparel,2024-01-11 16:51:35
Q2T0200361,C04514,39.36,groceries,2024-01-11 18:04:20
Q2T0200362,C00020,190.04,groceries,2024-01-11 19:27:48
Q2T0200363,C00543,47.65,groceries,2024-01-11 22:36:17
Q2T0200364,C01448,53.54,groceries,2024-01-12 00:01:35
Q2T0200365,C00145,38.98,apparel,2024-01-12 00:16:24
Q2T0200366,C03362,75.33,home,2024-01-12 00:30:42
Q2T0200367,C01740,213.31,apparel,2024-01-12 01:00:07
Q2T0200368,C00638,104.65,electronics,2024-01-12 01:13:54
Q2T0200369,C01814,209.65,apparel,2024-01-12 01:18:01
Q2T0200370,C04151,142.94,electronics,2024-01-12 01:18:05
Q2T0200371,C01929,163.7,electronics,2024-01-12 02:52:49
Q2T0200372,C04118,121.4,home,2024-01-12 02:57:18
Q2T0200373,C02687,218.65,groceries,2024-01-12 03:52:57
Q2T0200374,C00932,241.78,home,2024-01-12 03:57:22
Q2T0200375,C03153,197.41,home,2024-01-12 04:32:39
Q2T0200376,C03997,156.02,home,2024-01-12 05:03:37
Q2T0200377,C04715,190.48,electronics,2024-01-12 05:52:56
Q2T0200378,C04452,148.52,books,2024-01-12 06:02:55
Q2T0200379,C01707,133.73,books,2024-01-12 06:39:21
Q2T0200380,C02077,225.82,groceries,2024-01-12 07:14:03
Q2T0200381,C04385,61.0,electronics,2024-01-12 07:23:28
Q2T0200382,C04194,194.08,groceries,2024-01-12 08:06:20
Q2T0200383,C00694,169.61,electronics,2024-01-12 08:25:14
Q2T0200384,C02240,53.46,books,2024-01-12 08:50:36
Q2T0200385,C04944,144.42,groceries,2024-01-12 09:52:03
Q2T0200386,C01777,99.65,books,2024-01-12 10:00:02
Q2T0200387,C00499,159.83,home,2024-01-12 10:23:01
Q2T0200388,C00669,41.53,electronics,2024-01-12 10:52:01
Q2T0200389,C04525,32.76,apparel,2024-01-12 11:39:18
Q2T0200390,C00418,180.01,apparel,2024-01-12 12:18:39
Q2T0200391,C00299,211.03,home,2024-01-12 13:08:39
Q2T0200392,C00802,108.26,apparel,2024-01-12 14:33:14
Q2T0200393,C02495,171.81,electronics,2024-01-12 14:41:45
Q2T0200394,C02781,232.49,books,2024-01-12 17:51:59
Q2T0200395,C03036,109.07,apparel,2024-01-12 18:16:24
Q2T0200396,C04711,180.39,electronics,2024-01-12 20:33:38
Q2T0200397,C00649,55.33,groceries,2024-01-12 20:40:17
Q2T0200398,C04917,230.14,books,2024-01-12 20:59:40
Q2T0200399,C04989,12.69,home,2024-01-12 21:24:57
Q2T0200400,C02947,98.11,groceries,2024-01-12 21:37:25
Q2T0200401,C04582,78.13,apparel,2024-01-12 22:34:56
Q2T0200402,C04396,247.42,books,2024-01-13 04:27:36
Q2T0200403,C02993,110.44,electronics,2024-01-13 05:22:27
Q2T0200404,C04968,28.5,groceries,2024-01-13 06:17:54
Q2T0200405,C01032,213.9,groceries,2024-01-13 07:14:41
Q2T0200406,C02899,24.47,apparel,2024-01-13 07:41:06
Q2T0200407,C04242,187.85,books,2024-01-13 07:49:18
Q2T0200408,C01541,50.74,books,2024-01-13 08:06:17
Q2T0200409,C02176,137.16,apparel,2024-01-13 08:55:33
Q2T0200410,C02359,196.54,groceries,2024-01-13 11:18:26
Q2T0200411,C04673,170.74,groceries,2024-01-13 13:17:20
Q2T0200412,C02548,159.85,groceries,2024-01-13 13:51:02
Q2T0200413,C04628,95.42,home,2024-01-13 14:59:08
Q2T0200414,C02752,221.81,home,2024-01-13 15:44:20
Q2T0200415,C03680,209.14,books,2024-01-13 16:24:49
Q2T0200416,C04376,237.57,electronics,2024-01-13 17:40:30
Q2T0200417,C03300,71.78,electronics,2024-01-13 17:44:22
Q2T0200418,C01749,136.85,books,2024-01-13 18:03:17
Q2T0200419,C03118,202.38,home,2024-01-13 18:05:28
Q2T0200420,C01187,90.17,apparel,2024-01-13 18:19:39
Q2T0200421,C01377,46.97,electronics,2024-01-13 18:40:36
Q2T0200422,C00065,46.95,electronics,2024-01-13 18:47:58
Q2T0200423,C01799,240.23,home,2024-01-13 22:23:41
Q2T0200424,C01674,158.88,apparel,2024-01-13 22:57:45
Q2T0200425,C01959,196.29,electronics,2024-01-14 00:44:40
Q2T0200426,C00004,162.9,groceries,2024-01-14 01:01:23
Q2T0200427,C01741,45.89,books,2024-01-14 01:08:26
Q2T0200428,C01860,137.84,books,2024-01-14 02:36:00
Q2T0200429,C00430,135.6,electronics,2024-01-14 03:10:27
Q2T0200430,C02095,219.39,home,2024-01-14 03:38:39
Q2T0200431,C01414,144.67,electronics,2024-01-14 04:24:28
Q2T0200432,C04094,196.91,electronics,2024-01-14 04:44:10
