transaction_id,customer_id,amount,category,transaction_date
Q1T0100186,C01756,29.87,groceries,2023-10-24 14:51:49
Q1T0100187,C01605,60.81,books,2023-12-07 01:37:22
Q1T0100188,C02929,236.82,electronics,2023-10-01 07:23:24
Q1T0100189,C01501,196.79,books,2023-10-28 13:53:31
Q1T0100190,C02796,88.12,books,2023-11-19 09:30:56
Q1T0100191,C01983,68.75,home,2023-10-07 15:54:12
Q1T0100192,C01318,15.22,home,2023-12-01 09:02:59
Q1T0100193,C00864,90.26,apparel,2023-10-13 08:47:17
Q1T0100194,C00938,6.48,home,2023-12-12 03:01:18
Q1T0100195,C00256,120.67,groceries,2023-12-25 21:35:14
Q1T0100196,C03303,89.88,electronics,2023-12-15 09:09:15
Q1T0100197,C04023,141.68,electronics,2023-12-21 12:00:48
Q1T0100198,C01675,145.38,groceries,2023-11-24 00:33:02
Q1T0100199,C00362,171.12,books,2023-11-28 11:15:08
Q1T0100200,C03158,23.69,groceries,2023-11-17 04:00:28
Q1T0100201,C02501,200.58,home,2023-12-21 06:39:22
Q1T0100202,C01213,26.99,books,2023-12-22 18:14:48
Q1T0100203,C03622,54.71,home,2023-12-16 00:09:12
Q1T0100204,C01689,205.85,groceries,2023-12-28 00:27:26
Q1T0100205,C00645,58.73,electronics,2023-11-14 18:08:48
Q1T0100206,C01486,41.65,books,2023-10-07 18:23:20
Q1T0100207,C04303,141.12,books,2023-11-08 10:41:52
Q1T0100208,C03664,181.16,home,2023-12-26 13:31:01
Q1T0100209,C02167,161.85,groceries,2023-12-30 00:21:05
Q1T0100210,C02995,102.69,groceries,2023-11-19 04:13:28
Q1T0100211,C01501,48.08,apparel,2023-12-23 00:33:17
Q1T0100212,C02738,89.51,electronics,2023-10-08 03:24:39
Q1T0100213,C01615,173.12,electronics,2023-12-19 11:16:39
Q1T0100214,C04579,140.15,electronics,2023-10-27 09:02:16
Q1T0100215,C02148,188.78,home,2023-11-07 23:43:41
Q1T0100216,C02512,240.29,books,2023-12-13 17:28:30
Q1T0100217,C04898,166.91,home,2023-12-13 08:20:49
Q1T0100218,C02538,82.94,apparel,2023-10-10 14:49:53
Q1T0100219,C02044,170.34,electronics,2023-11-10 08:13:48
Q1T0100220,C01108,229.34,electronics,2023-10-17 15:23:29
Q1T0100221,C03762,73.55,apparel,2023-11-07 01:39:26
Q1T0100222,C02515,230.31,books,2023-11-25 12:03:59
Q1T0100223,C00738,243.18,home,2023-10-06 07:06:35
Q1T0100224,C02234,184.43,home,2023-11-19 20:37:46
Q1T0100225,C03943,169.8,apparel,2023-12-01 15:25:17
Q1T0100226,C02912,64.54,books,2023-10-02 13:54:56
Q1T0100227,C02294,9.67,electronics,2023-11-08 03:45:18
Q1T0100228,C04319,97.15,books,2023-11-18 01:23:55
Q1T0100229,C04241,116.08,books,2023-10-07 10:23:21
Q1T0100230,C01579,210.46,home,2023-12-09 22:40:09
Q1T0100231,C00825,218.31,apparel,2023-11-28 04:26:25
Q1T0100232,C02698,51.78,groceries,2023-10-05 01:39:26
Q1T0100233,C01166,186.85,books,2023-11-27 20:49:18
Q1T0100234,C04309,211.94,home,2023-12-16 19:28:32
Q1T0100235,C04522,46.5,books,2023-11-28 19:01:35
Q1T0100236,C00545,27.23,electronics,2023-11-24 10:49:43
Q1T0100237,C04351,90.11,groceries,2023-12-10 00:26:29
Q1T0100238,C02461,150.97,books,2023-10-03 17:52:53
Q1T0100239,C03312,119.18,apparel,2023-12-14 16:31:54
Q1T0100240,C00639,19.39,home,2023-10-20 03:58:07
Q1T0100241,C00157,137.44,books,2023-11-09 21:22:27
Q1T0100242,C02784,240.62,electronics,2023-12-01 08:25:09
Q1T0100243,C00606,198.05,home,2023-11-22 16:05:08
Q1T0100244,C02019,163.84,electronics,2023-12-30 19:52:08
Q1T0100245,C00563,137.66,groceries,2023-10-21 13:20:31
Q1T0100246,C02166,157.6,books,2023-10-25 19:25:19
Q1T0100247,C02113,165.78,books,2023-11-29 11:27:35
Q1T0100248,C00405,245.2,home,2023-11-21 05:40:43
Q1T0100249,C00354,246.27,groceries,2023-10-07 11:13:36
Q1T0100250,C00781,164.23,books,2023-11-08 01:56:06
Q1T0100251,C01278,172.58,electronics,2023-10-27 11:08:30
Q1T0100252,C00803,153.32,electronics,2023-11-29 11:18:46
Q1T0100253,C02691,111.49,groceries,2023-10-09 11:45:13
Q1T0100254,C02580,106.15,groceries,2023-10-02 19:19:12
Q1T0100255,C01719,131.37,electronics,2023-10-12 20:26:49
Q1T0100256,C02360,169.11,groceries,2023-11-03 20:17:53
Q1T0100257,C02679,35.12,home,2023-12-02 17:58:49
Q1T0100258,C02947,72.43,groceries,2023-12-14 23:43:44
Q1T0100259,C01511,20.21,electronics,2023-11-21 00:21:13
Q1T0100260,C00091,95.43,groceries,2023-11-18 22:08:06
Q1T0100261,C03796,91.04,groceries,2023-11-19 10:59:15
Q1T0100262,C03601,115.8,home,2023-11-28 08:10:52
Q1T0100263,C03522,127.34,home,2023-12-09 16:26:13
Q1T0100264,C01744,222.6,groceries,2023-12-24 04:05:00
Q1T0100265,C02360,175.89,home,2023-11-09 10:22:37
Q1T0100266,C03906,146.86,apparel,2023-12-30 23:02:11
Q1T0100267,C00230,132.4,groceries,2023-10-28 04:27:21
Q1T0100268,C04285,99.64,home,2023-12-30 02:04:25
Q1T0100269,C02863,39.87,electronics,2023-10-17 08:20:21
Q1T0100270,C00493,179.17,groceries,2023-10-02 22:24:32
Q1T0100271,C01841,13.15,books,2023-10-04 14:26:53
Q1T0100272,C01752,143.96,books,2023-11-01 16:04:32
Q1T0100273,C04646,177.88,books,2023-12-21 18:08:04
Q1T0100274,C00437,46.79,books,2023-12-06 21:08:03
Q1T0100275,C01726,146.48,home,2023-10-31 12:29:28
Q1T0100276,C04979,160.74,books,2023-11-24 17:55:44
Q1T0100277,C03114,20.66,books,2023-12-08 12:01:33
Q1T0100278,C04895,181.52,groceries,2023-12-03 02:18:35
Q1T0100279,C04420,222.39,books,2023-12-04 05:49:37
Q1T0100280,C04868,112.92,home,2023-11-12 05:38:59
Q1T0100281,C00782,189.49,books,2023-10-25 11:02:11
Q1T0100282,C04241,141.35,home,2023-12-18 09:24:23
Q1T0100283,C03478,148.32,groceries,2023-10-14 23:20:49
Q1T0100284,C02419,42.38,groceries,2023-12-29 21:40:53
Q1T0100285,C02767,132.35,electronics,2023-10-09 22:23:07
Q1T0100286,C01115,31.46,electronics,2023-10-18 09:23:15
Q1T0100287,C01102,196.23,home,2023-10-06 17:16:18
Q1T0100288,C03657,197.76,apparel,2023-11-08 05:24:57
Q1T0100289,C04814,103.25,books,2023-11-20 08:23:52
Q1T0100290,C00238,89.41,home,2023-11-26 23:25:32
Q1T0100291,C00414,59.61,home,2023-11-08 01:56:03
Q1T0100292,C01525,161.4,home,2023-11-13 20:34:15
Q1T0100293,C04638,139.71,books,2023-11-27 11:54:13
Q1T0100294,C00412,108.53,home,2023-11-07 23:06:07
Q1T0100295,C02436,32.34,books,2023-10-21 10:34:39
Q1T0100296,C00907,192.85,electronics,2023-11-26 18:30:01
Q1T0100297,C00031,131.27,home,2023-11-07 07:42:48
Q1T0100298,C04063,76.61,books,2023-11-29 00:01:39
Q1T0100299,C03994,217.88,home,2023-11-01 17:43:38
Q1T0100300,C02675,148.61,home,2023-12-25 19:51:12
Q1T0100301,C04295,15.25,apparel,2023-12-23 12:21:16
Q1T0100302,C03491,19.64,books,2023-10-26 01:06:29
Q1T0100303,C00274,22.02,apparel,2023-11-03 15:31:37
Q1T0100304,C02685,225.89,home,2023-12-31 19:19:47
Q1T0100305,C04647,83.79,electronics,2023-12-31 17:07:02
Q1T0100306,C00271,86.91,books,2023-10-11 04:09:10
Q1T0100307,C00930,125.82,electronics,2023-12-02 01:08:03
Q1T0100308,C00251,129.8,apparel,2023-11-24 03:19:28
Q1T0100309,C01783,225.41,home,2023-11-28 09:45:14
Q1T0100310,C01060,124.08,electronics,2023-10-27 10:21:11
Q1T0100311,C03402,61.78,electronics,2023-10-24 10:36:35
Q1T0100312,C00727,163.85,electronics,2023-12-26 15:10:13
Q1T0100313,C03977,46.67,electronics,2023-11-08 12:40:47
Q1T0100314,C04849,15.05,groceries,2023-12-13 15:51:03
Q1T0100315,C03663,203.95,apparel,2023-12-31 08:25:28
Q1T0100316,C01373,118.53,books,2023-12-13 11:44:31
Q1T0100317,C03938,101.72,electronics,2023-12-21 07:43:29
Q1T0100318,C01372,48.48,groceries,2023-11-23 12:21:18
Q1T0100319,C01919,239.15,home,2023-11-02 10:14:19
Q1T0100320,C02569,62.99,apparel,2023-11-03 02:21:52
Q1T0100321,C00172,157.72,books,2023-11-23 22:46:50
Q1T0100322,C03536,144.51,apparel,2023-10-10 07:36:49
Q1T0100323,C03437,173.53,groceries,2023-10-23 04:24:44
Q1T0100324,C00199,201.4,electronics,2023-10-09 13:52:34
Q1T0100325,C01459,79.65,apparel,2023-11-12 05:10:59
Q1T0100326,C01950,103.18,groceries,2023-12-30 12:03:37
Q1T0100327,C01767,140.82,books,2023-10-22 02:55:31
Q1T0100328,C00809,31.56,apparel,2023-10-03 11:26:27
Q1T0100329,C00583,201.9,electronics,2023-12-21 20:53:51
Q1T0100330,C00481,82.34,groceries,2023-12-19 16:11:59
Q1T0100331,C04983,84.59,groceries,2023-11-03 12:13:48
Q1T0100332,C00931,49.52,groceries,2023-12-29 07:04:22
Q1T0100333,C01909,27.54,home,2023-10-15 13:54:52
Q1T0100334,C00747,186.76,electronics,2023-11-23 21:57:20
Q1T0100335,C03255,248.03,home,2023-10-01 07:40:52
Q1T0100336,C01138,124.04,home,2023-10-23 08:03:01
Q1T0100337,C00619,243.41,books,2023-11-15 21:31:45
Q1T0100338,C02051,160.86,apparel,2023-11-14 05:07:36
Q1T0100339,C02741,223.01,home,2023-11-27 07:13:46
Q1T0100340,C00905,197.74,electronics,2023-11-11 21:07:46
Q1T0100341,C02737,24.14,electronics,2023-12-25 17:01:28
Q1T0100342,C00488,40.87,apparel,2023-12-26 08:50:52
Q1T0100343,C01521,103.91,groceries,2023-10-18 02:05:23
Q1T0100344,C00994,176.93,electronics,2023-10-31 15:45:16
Q1T0100345,C03046,61.72,electronics,2023-10-31 07:40:17
Q1T0100346,C00989,249.26,groceries,2023-11-22 12:34:57
Q1T0100347,C02994,86.28,home,2023-10-09 15:32:05
Q1T0100348,C01178,63.96,home,2023-10-21 09:42:47
Q1T0100349,C04836,152.84,apparel,2023-11-07 02:32:52
Q1T0100350,C02188,7.71,home,2023-10-19 15:09:26
Q1T0100351,C03419,55.8,books,2023-10-28 00:43:19
Q1T0100352,C01607,58.69,groceries,2023-11-18 05:37:10
Q1T0100353,C00794,145.83,groceries,2023-10-20 17:08:00
Q1T0100354,C03437,73.18,books,2023-10-16 02:56:43
Q1T0100355,C00889,163.5,electronics,2023-10-16 17:25:58
Q1T0100356,C04784,39.48,home,2023-12-08 05:25:32
Q1T0100357,C02832,44.88,electronics,2023-12-24 20:49:27
Q1T0100358,C01411,227.3,books,2023-12-04 18:33:34
Q1T0100359,C02383,173.31,groceries,2023-12-06 05:55:05
Q1T0100360,C02285,69.3,electronics,2023-10-30 09:56:11
Q1T0100361,C01759,22.72,books,2023-11-02 08:45:49
Q1T0100362,C04597,71.42,apparel,2023-12-03 15:51:35
Q1T0100363,C00336,234.45,books,2023-11-11 07:36:15
Q1T0100364,C02943,236.45,electronics,2023-10-30 19:54:09
Q1T0100365,C02619,82.38,electronics,2023-11-24 01:30:02
Q1T0100366,C04964,177.26,home,2023-10-04 17:57:48
Q1T0100367,C02611,21.01,home,2023-12-30 01:44:01
Q1T0100368,C02152,214.48,home,2023-12-12 01:25:25
Q1T0100369,C02455,195.04,books,2023-11-11 03:48:34
Q1T0100370,C04762,158.8,electronics,2023-10-10 14:10:37
Q1T0100371,C02237,8.93,books,2023-12-06 04:07:53
Q1T0100372,C01157,165.28,home,2023-12-28 18:57:59
Q1T0100373,C01633,104.32,electronics,2023-11-09 08:28:12
Q1T0100374,C00788,179.34,groceries,2023-10-23 06:15:39
Q1T0100375,C04064,78.58,apparel,2023-12-05 16:36:19
Q1T0100376,C02786,108.22,home,2023-10-31 09:58:49
Q1T0100377,C00052,82.34,groceries,2023-10-26 04:46:46
Q1T0100378,C03073,208.3,groceries,2023-10-25 09:30:29
Q1T0100379,C00371,140.25,books,2023-12-03 23:46:49
Q1T0100380,C04424,179.2,home,2023-10-06 11:33:30
Q1T0100381,C04560,59.94,groceries,2023-10-06 20:35:29
Q1T0100382,C01715,76.22,groceries,2023-11-02 09:35:03
Q1T0100383,C02620,165.03,home,2023-10-08 19:04:32
Q1T0100384,C04532,120.31,electronics,2023-10-06 11:58:18
Q1T0100385,C04963,191.52,groceries,2023-11-12 01:33:45
Q1T0100386,C00585,214.65,groceries,2023-10-12 08:33:08
Q1T0100387,C00092,242.84,books,2023-10-16 21:38:47
Q1T0100388,C04525,153.73,home,2023-11-29 07:30:19
Q1T0100389,C02727,24.43,groceries,2023-12-17 02:13:38
Q1T0100390,C02070,132.19,home,2023-11-25 13:17:55
Q1T0100391,C02693,170.39,books,2023-10-24 06:02:40
Q1T0100392,C01592,105.61,electronics,2023-12-17 10:33:19
Q1T0100393,C02520,183.39,home,2023-11-06 20:23:32
Q1T0100394,C03193,212.01,groceries,2023-12-04 18:33:46
Q1T0100395,C00887,122.1,books,2023-10-08 22:35:39
Q1T0100396,C03002,144.29,groceries,2023-10-02 15:27:48
Q1T0100397,C04566,55.46,groceries,2023-10-17 11:25:36
Q1T0100398,C02350,82.63,apparel,2023-10-28 04:34:10
Q1T0100399,C03537,187.15,home,2023-12-24 01:40:27
Q1T0100400,C01397,107.22,electronics,2023-11-24 23:33:19
Q1T0100401,C03093,230.1,home,2023-12-27 21:40:40
Q1T0100402,C04661,170.83,books,2023-12-21 17:24:19
Q1T0100403,C02980,46.7,groceries,2023-11-23 18:08:02
Q1T0100404,C00561,138.92,home,2023-10-02 00:32:39
Q1T0100405,C02325,230.27,books,2023-10-05 08:35:46
Q1T0100406,C04540,91.96,electronics,2023-10-30 13:42:51
Q1T0100407,C02899,139.59,electronics,2023-12-21 12:13:56
Q1T0100408,C03734,247.81,books,2023-10-08 15:48:25
Q1T0100409,C00948,114.97,home,2023-12-07 08:46:35
Q1T0100410,C01531,157.55,books,2023-11-01 09:07:18
Q1T0100411,C03316,179.26,groceries,2023-12-23 11:23:33
Q1T0100412,C01375,137.55,electronics,2023-12-01 14:26:28
Q1T0100413,C04439,43.18,home,2023-11-18 19:37:08
Q1T0100414,C01039,148.69,apparel,2023-12-30 02:43:10
Q1T0100415,C04831,154.23,groceries,2023-11-20 05:32:29
Q1T0100416,C00833,25.94,apparel,2023-11-04 22:17:26
Q1T0100417,C02158,126.65,books,2023-12-02 20:32:07
Q1T0100418,C02673,220.21,apparel,2023-12-07 09:54:05
Q1T0100419,C02255,185.02,groceries,2023-11-27 15:03:36
Q1T0100420,C03608,17.65,books,2023-10-16 13:07:29
Q1T0100421,C04303,220.98,books,2023-12-12 15:06:34
Q1T0100422,C04011,151.5,groceries,2023-11-23 02:43:09
Q1T0100423,C03052,226.79,home,2023-11-18 11:03:20
Q1T0100424,C04344,13.74,books,2023-10-15 19:59:59
Q1T0100425,C00300,107.91,electronics,2023-12-26 23:40:00
Q1T0100426,C03062,15.58,electronics,2023-12-31 14:48:04
Q1T0100427,C00536,127.85,apparel,2023-12-11 13:38:23
Q1T0100428,C02468,194.34,apparel,2023-12-15 04:34:50
Q1T0100429,C01627,162.92,books,2023-10-04 09:44:39
Q1T0100430,C04267,20.02,electronics,2023-11-21 17:23:37
Q1T0100431,C02230,71.29,electronics,2023-10-22 18:06:51
Q1T0100432,C01157,61.96,books,2023-11-12 04:41:27
Q1T0100433,C00571,96.6,books,2023-10-23 05:57:30
Q1T0100434,C01229,78.44,home,2023-11-27 21:58:45
