transaction_id,customer_id,amount,category,date,discount_code
Q3T0300060,C02302,$243.62,books,2024-04-30 17:45:08,WELCOME5
Q3T0300061,C03734,$81.88,electronics,2024-05-13 05:33:41,WELCOME5
Q3T0300062,C03362,$157.32,electronics,2024-04-02 01:42:56,
Q3T0300063,C00156,$249.69,home,2024-04-25 14:30:38,WELCOME5
Q3T0300064,C01412,$144.20,apparel,2024-06-02 19:00:18,WELCOME5
Q3T0300065,C01723,$91.97,home,2024-06-09 01:36:53,VIP15
Q3T0300066,C00246,$123.12,books,2024-06-18 23:37:02,VIP15
Q3T0300067,C01933,$80.16,electronics,2024-04-02 15:54:34,WELCOME5
Q3T0300068,C04475,$104.86,home,2024-05-04 05:39:55,VIP15
Q3T0300069,C03664,$231.37,home,2024-06-20 02:38:32,
Q3T0300070,C01075,$50.80,home,2024-06-27 09:51:15,FLASH20
Q3T0300071,C01293,$103.60,apparel,2024-05-27 21:46:27,
Q3T0300072,C00487,$235.19,groceries,2024-04-16 10:25:12,SUMMER10
Q3T0300073,C01911,$114.15,apparel,2024-05-27 04:16:03,WELCOME5
Q3T0300074,C00953,$15.12,home,2024-05-31 13:39:28,VIP15
Q3T0300075,C00199,$170.72,books,2024-06-16 19:54:54,SUMMER10
Q3T0300076,C03199,$192.99,apparel,2024-04-14 15:59:50,SUMMER10
Q3T0300077,C01065,$178.27,groceries,2024-04-13 08:38:15,WELCOME5
Q3T0300078,C01696,$49.24,groceries,2024-05-11 18:35:12,SUMMER10
Q3T0300079,C04771,$104.23,home,2024-06-08 11:52:27,SUMMER10
Q3T0300080,C00043,$104.71,groceries,2024-06-14 11:37:53,WELCOME5
Q3T0300081,C01813,$140.07,home,2024-06-16 19:01:04,VIP15
Q3T0300082,C04495,$23.71,apparel,2024-06-17 22:12:46,WELCOME5
Q3T0300083,C02117,$158.52,books,2024-06-09 13:59:08,VIP15
Q3T0300084,C00240,$231.57,groceries,2024-05-13 13:40:44,VIP15
Q3T0300085,C04959,$56.22,home,2024-05-23 23:13:48,FLASH20
Q3T0300086,C03458,$142.56,apparel,2024-05-27 01:18:12,FLASH20
Q3T0300087,C02677,$10.04,home,2024-05-25 19:43:56,
Q3T0300088,C00389,$63.09,home,2024-04-22 06:47:13,
Q3T0300089,C03279,$104.24,groceries,2024-04-23 11:05:47,FLASH20
Q3T0300090,C03162,$136.63,apparel,2024-05-17 12:09:25,SUMMER10
Q3T0300091,C01703,$190.09,electronics,2024-05-20 16:42:49,
Q3T0300092,C01850,$51.51,electronics,2024-04-12 03:58:39,VIP15
Q3T0300093,C02014,$238.47,electronics,2024-04-03 15:52:07,SUMMER10
Q3T0300094,C00839,$6.07,books,2024-05-09 07:26:27,
Q3T0300095,C00712,$220.11,groceries,2024-04-04 02:36:40,FLASH20
Q3T0300096,C02710,$49.14,books,2024-04-30 03:36:20,
Q3T0300097,C00342,$59.49,home,2024-04-11 14:35:39,WELCOME5
Q3T0300098,C02023,$210.10,books,2024-05-30 16:53:05,SUMMER10
Q3T0300099,C02364,$221.19,apparel,2024-06-07 17:55:18,VIP15
Q3T0300100,C03426,$198.60,apparel,2024-04-22 01:41:27,VIP15
Q3T0300101,C03566,$65.12,apparel,2024-04-01 18:13:47,VIP15
Q3T0300102,C03324,$160.95,home,2024-06-04 16:34:22,VIP15
Q3T0300103,C01669,$118.40,apparel,2024-05-13 05:07:51,SUMMER10
Q3T0300104,C00815,$218.74,home,2024-04-26 19:09:01,WELCOME5
Q3T0300105,C03803,$39.20,electronics,2024-04-08 04:40:30,FLASH20
Q3T0300106,C01267,$148.37,home,2024-05-29 20:00:52,WELCOME5
Q3T0300107,C03560,$117.36,home,2024-04-08 15:32:26,VIP15
Q3T0300108,C01058,$126.05,home,2024-05-19 19:08:07,FLASH20
Q3T0300109,C00338,$132.05,groceries,2024-04-19 01:41:24,FLASH20
Q3T0300110,C04476,$127.64,books,2024-06-22 07:18:50,VIP15
Q3T0300111,C04928,$51.63,books,2024-05-04 01:03:10,FLASH20
Q3T0300112,C04246,$123.21,groceries,2024-04-23 18:10:25,WELCOME5
Q3T0300113,C00470,$132.83,groceries,2024-05-21 15:12:39,WELCOME5
Q3T0300114,C02183,$187.34,electronics,2024-04-02 05:46:47,
Q3T0300115,C04813,$69.24,books,2024-05-07 19:19:00,
Q3T0300116,C04194,$131.38,home,2024-04-06 07:53:57,FLASH20
Q3T0300117,C03675,$143.24,books,2024-06-12 14:56:11,VIP15
Q3T0300118,C02916,$143.26,home,2024-05-10 00:23:05,WELCOME5
Q3T0300119,C00898,$73.66,electronics,2024-06-25 13:28:03,WELCOME5
Q3T0300120,C02099,$208.61,electronics,2024-04-09 18:19:50,
Q3T0300121,C03129,$220.15,apparel,2024-05-25 04:21:40,FLASH20
Q3T0300122,C01395,$5.20,home,2024-05-05 23:26:54,
Q3T0300123,C03165,$130.78,apparel,2024-04-13 14:29:07,
Q3T0300124,C00923,$79.27,apparel,2024-06-19 07:54:04,SUMMER10
Q3T0300125,C02149,$37.00,home,2024-05-04 11:09:24,SUMMER10
Q3T0300126,C01837,$70.65,apparel,2024-05-29 02:48:42,WELCOME5
Q3T0300127,C04506,$173.88,groceries,2024-06-08 07:47:29,WELCOME5
Q3T0300128,C03820,$67.37,electronics,2024-04-15 18:21:56,FLASH20
Q3T0300129,C03546,$84.79,books,2024-04-07 07:59:15,WELCOME5
Q3T0300130,C02614,$234.94,apparel,2024-06-13 17:45:52,SUMMER10
Q3T0300131,C00978,$175.82,home,2024-04-01 22:55:26,WELCOME5
Q3T0300132,C03275,$7.85,apparel,2024-05-21 19:24:29,
Q3T0300133,C02925,$78.47,books,2024-04-09 12:37:59,WELCOME5
Q3T0300134,C02047,$27.61,home,2024-06-28 11:42:46,FLASH20
Q3T0300135,C00913,$84.10,apparel,2024-04-21 19:21:40,
Q3T0300136,C04613,$61.53,home,2024-05-22 02:13:54,FLASH20
Q3T0300137,C02822,$116.08,apparel,2024-04-03 19:40:41,
Q3T0300138,C01193,$177.82,apparel,2024-04-06 12:10:59,VIP15
Q3T0300139,C02030,$43.44,groceries,2024-06-11 22:56:52,
Q3T0300140,C04345,$126.41,groceries,2024-04-13 23:33:41,VIP15
Q3T0300141,C00867,$86.78,home,2024-05-18 17:34:06,SUMMER10
Q3T0300142,C02206,$232.15,books,2024-05-22 14:22:09,FLASH20
Q3T0300143,C00964,$80.00,apparel,2024-05-24 15:47:05,SUMMER10
Q3T0300144,C02122,$39.22,electronics,2024-04-23 12:47:14,WELCOME5
Q3T0300145,C01121,$44.65,home,2024-05-30 06:11:31,
Q3T0300146,C04894,$165.53,home,2024-05-21 02:24:22,
Q3T0300147,C02606,$158.16,home,2024-06-03 12:03:23,WELCOME5
Q3T0300148,C02907,$143.60,apparel,2024-05-31 15:18:26,VIP15
Q3T0300149,C04993,$186.49,apparel,2024-06-19 09:44:18,WELCOME5
Q3T0300150,C02991,$21.48,books,2024-06-25 21:12:24,
Q3T0300151,C03920,$205.01,home,2024-06-01 13:08:35,
Q3T0300152,C02623,$187.62,books,2024-06-06 04:32:14,WELCOME5
Q3T0300153,C04880,$77.48,books,2024-04-19 09:06:04,SUMMER10
Q3T0300154,C02845,$185.42,home,2024-05-28 09:39:49,FLASH20
Q3T0300155,C00684,$43.46,apparel,2024-06-18 07:26:16,VIP15
Q3T0300156,C04052,$59.20,books,2024-06-14 03:18:45,FLASH20
Q3T0300157,C02795,$95.19,electronics,2024-04-27 04:13:52,
Q3T0300158,C01037,$15.79,electronics,2024-05-10 21:14:53,
Q3T0300159,C04542,$103.26,groceries,2024-04-22 15:59:37,WELCOME5
Q3T0300160,C02720,$154.67,books,2024-04-17 20:47:20,WELCOME5
Q3T0300161,C03655,$8.37,electronics,2024-04-09 12:28:36,SUMMER10
Q3T0300162,C01252,$73.51,books,2024-04-10 04:08:26,FLASH20
Q3T0300163,C03721,$128.92,electronics,2024-04-23 11:51:49,FLASH20
Q3T0300164,C01673,$221.32,apparel,2024-06-26 22:46:20,VIP15
Q3T0300165,C00626,$90.28,apparel,2024-05-28 16:48:59,FLASH20
Q3T0300166,C02256,$96.21,home,2024-05-03 08:30:25,VIP15
Q3T0300167,C04983,$169.59,home,2024-05-23 21:31:15,FLASH20
Q3T0300168,C03292,$182.46,books,2024-06-01 02:10:48,WELCOME5
Q3T0300169,C03393,$123.82,electronics,2024-05-04 22:21:06,FLASH20
Q3T0300170,C04681,$116.29,home,2024-04-30 21:46:44,SUMMER10
Q3T0300171,C00858,$68.77,groceries,2024-06-19 16:09:10,WELCOME5
Q3T0300172,C03640,$18.39,groceries,2024-05-29 22:16:30,VIP15
Q3T0300173,C01452,$32.01,home,2024-04-24 03:53:56,FLASH20
Q3T0300174,C01149,$67.41,electronics,2024-04-05 22:14:51,
Q3T0300175,C02714,$213.97,groceries,2024-06-10 07:54:45,FLASH20
Q3T0300176,C04290,$91.54,groceries,2024-06-08 10:24:41,
Q3T0300177,C01555,$96.76,apparel,2024-06-30 03:58:11,FLASH20
Q3T0300178,C02970,$249.75,groceries,2024-05-12 19:18:13,
Q3T0300179,C01566,$148.82,groceries,2024-04-27 16:14:11,
Q3T0300180,C00771,$194.95,groceries,2024-05-05 11:41:30,
Q3T0300181,C04404,$25.29,groceries,2024-04-03 21:10:07,VIP15
Q3T0300182,C04690,$139.62,apparel,2024-04-27 16:47:05,WELCOME5
Q3T0300183,C03371,$147.22,home,2024-04-25 11:31:12,
Q3T0300184,C00653,$150.03,home,2024-05-26 00:04:43,VIP15
Q3T0300185,C02925,$70.51,groceries,2024-04-11 19:23:14,SUMMER10
Q3T0300186,C04872,$52.45,electronics,2024-04-06 17:30:25,WELCOME5
Q3T0300187,C03010,$66.44,apparel,2024-04-07 08:25:31,VIP15
Q3T0300188,C02432,$16.26,groceries,2024-05-12 14:32:59,VIP15
Q3T0300189,C01471,$228.16,groceries,2024-06-12 04:59:43,
Q3T0300190,C02162,$162.38,apparel,2024-05-19 03:00:59,SUMMER10
Q3T0300191,C04132,$130.63,apparel,2024-05-13 16:59:44,WELCOME5
Q3T0300192,C02007,$199.38,books,2024-06-11 21:34:28,SUMMER10
Q3T0300193,C01320,$18.76,apparel,2024-06-05 06:59:55,FLASH20
Q3T0300194,C01570,$48.96,home,2024-04-28 01:50:03,WELCOME5
Q3T0300195,C01408,$68.29,groceries,2024-05-21 00:14:33,
Q3T0300196,C04442,$118.27,apparel,2024-06-04 06:49:56,
Q3T0300197,C01367,$7.25,electronics,2024-06-11 01:32:20,
Q3T0300198,C03212,$20.60,electronics,2024-05-30 05:40:23,
Q3T0300199,C03597,$39.50,home,2024-06-20 07:19:42,SUMMER10
Q3T0300200,C00888,$99.80,books,2024-06-10 06:25:39,VIP15
Q3T0300201,C00341,$79.43,home,2024-05-09 14:40:41,FLASH20
Q3T0300202,C02630,$50.63,groceries,2024-06-10 00:56:03,WELCOME5
Q3T0300203,C03321,$140.39,apparel,2024-05-06 02:51:58,FLASH20
Q3T0300204,C01623,$129.48,apparel,2024-04-08 17:26:41,FLASH20
Q3T0300205,C00301,$211.44,electronics,2024-05-15 23:00:58,
Q3T0300206,C03047,$157.93,home,2024-05-03 16:35:39,
Q3T0300207,C04972,$5.97,home,2024-06-21 11:01:49,SUMMER10
Q3T0300208,C03972,$52.86,books,2024-06-25 00:20:55,WELCOME5
Q3T0300209,C00655,$127.82,books,2024-04-13 23:54:31,WELCOME5
Q3T0300210,C01882,$106.28,books,2024-05-24 02:37:14,WELCOME5
Q3T0300211,C03161,$140.61,electronics,2024-06-02 01:55:02,FLASH20
Q3T0300212,C00941,$58.45,books,2024-04-24 07:39:48,FLASH20
Q3T0300213,C04755,$41.09,books,2024-04-11 15:50:59,SUMMER10
Q3T0300214,C01943,$190.17,groceries,2024-04-30 08:48:28,
Q3T0300215,C04951,$199.85,groceries,2024-05-14 19:23:17,FLASH20
Q3T0300216,C00172,$195.96,groceries,2024-06-10 11:40:22,SUMMER10
Q3T0300217,C02553,$241.94,electronics,2024-04-27 09:27:17,FLASH20
Q3T0300218,C00653,$98.92,electronics,2024-05-23 17:20:50,WELCOME5
Q3T0300219,C02781,$61.67,electronics,2024-06-03 10:43:44,
Q3T0300220,C03998,$242.20,electronics,2024-06-26 07:51:44,
Q3T0300221,C04917,$247.48,electronics,2024-04-13 03:28:28,WELCOME5
Q3T0300222,C01838,$204.94,electronics,2024-04-18 05:23:47,VIP15
Q3T0300223,C00795,$105.39,electronics,2024-05-05 22:21:06,WELCOME5
Q3T0300224,C00887,$219.78,books,2024-06-14 23:51:57,VIP15
Q3T0300225,C01694,$135.36,groceries,2024-05-17 12:17:34,SUMMER10
Q3T0300226,C01721,$41.23,groceries,2024-06-28 14:32:45,FLASH20
Q3T0300227,C01975,$161.92,home,2024-05-17 21:49:59,SUMMER10
Q3T0300228,C00295,$219.81,groceries,2024-06-06 18:04:09,VIP15
Q3T0300229,C00263,$41.65,groceries,2024-06-22 02:30:19,FLASH20
Q3T0300230,C03297,$248.20,apparel,2024-06-28 06:42:50,WELCOME5
Q3T0300231,C03473,$109.69,groceries,2024-05-14 19:10:24,
Q3T0300232,C00344,$121.84,groceries,2024-04-06 16:49:15,WELCOME5
Q3T0300233,C01747,$168.59,electronics,2024-04-24 11:18:07,FLASH20
Q3T0300234,C02521,$102.82,groceries,2024-06-11 11:37:34,SUMMER10
Q3T0300235,C01013,$227.03,home,2024-06-26 15:15:28,
Q3T0300236,C00446,$168.83,apparel,2024-04-24 12:03:07,SUMMER10
Q3T0300237,C02690,$181.00,apparel,2024-05-01 05:31:24,VIP15
Q3T0300238,C01566,$233.83,home,2024-06-03 02:19:46,FLASH20
Q3T0300239,C00292,$142.26,apparel,2024-06-20 17:27:20,WELCOME5
Q3T0300240,C03298,$153.53,home,2024-05-06 08:52:34,WELCOME5
Q3T0300241,C04541,$122.67,books,2024-06-04 10:56:04,
Q3T0300242,C02630,$141.93,books,2024-06-23 23:31:45,WELCOME5
Q3T0300243,C03072,$93.81,books,2024-05-08 02:11:58,WELCOME5
Q3T0300244,C00500,$231.37,groceries,2024-05-18 09:34:09,FLASH20
Q3T0300245,C03776,$179.99,books,2024-05-15 17:41:37,VIP15
Q3T0300246,C03281,$103.36,groceries,2024-06-28 01:42:58,
Q3T0300247,C01761,$144.38,apparel,2024-06-11 11:41:38,SUMMER10
Q3T0300248,C01956,$51.77,apparel,2024-05-30 22:15:49,SUMMER10
Q3T0300249,C01371,$147.26,electronics,2024-06-13 09:44:54,
Q3T0300250,C02193,$97.69,home,2024-04-12 05:41:12,VIP15
Q3T0300251,C02647,$214.47,apparel,2024-04-01 23:36:59,SUMMER10
Q3T0300252,C02121,$123.10,apparel,2024-05-20 02:54:30,
Q3T0300253,C04795,$229.59,apparel,2024-06-14 01:55:11,
Q3T0300254,C00263,$43.84,home,2024-05-28 03:57:32,WELCOME5
Q3T0300255,C03499,$12.38,books,2024-06-23 20:20:12,SUMMER10
Q3T0300256,C02215,$193.76,home,2024-06-17 20:17:05,VIP15
Q3T0300257,C00389,$119.71,groceries,2024-06-21 05:56:17,VIP15
Q3T0300258,C04483,$153.83,books,2024-05-15 18:01:47,SUMMER10
Q3T0300259,C00672,$22.03,groceries,2024-06-04 02:24:03,SUMMER10
Q3T0300260,C01010,$175.42,apparel,2024-06-07 11:38:15,FLASH20
Q3T0300261,C02321,$47.34,electronics,2024-05-13 10:29:40,FLASH20
Q3T0300262,C04153,$153.61,electronics,2024-05-18 16:31:48,WELCOME5
Q3T0300263,C02045,$65.23,groceries,2024-05-22 22:32:01,SUMMER10
Q3T0300264,C04946,$123.20,home,2024-05-25 19:11:03,FLASH20
Q3T0300265,C00330,$33.85,groceries,2024-06-07 01:39:25,WELCOME5
Q3T0300266,C02477,$93.92,books,2024-05-23 15:03:11,
Q3T0300267,C03746,$89.39,home,2024-05-28 07:28:56,VIP15
Q3T0300268,C01714,$26.17,home,2024-05-16 18:22:09,FLASH20
Q3T0300269,C02923,$158.86,books,2024-06-16 10:14:02,SUMMER10
Q3T0300270,C03319,$164.96,groceries,2024-06-07 12:09:12,
Q3T0300271,C04204,$89.57,home,2024-06-08 04:54:47,
Q3T0300272,C02572,$5.79,books,2024-04-15 19:29:24,VIP15
Q3T0300273,C04545,$160.74,groceries,2024-05-13 06:20:36,WELCOME5
Q3T0300274,C02863,$167.95,apparel,2024-06-13 08:37:07,SUMMER10
Q3T0300275,C00454,$227.15,home,2024-04-28 19:00:34,FLASH20
Q3T0300276,C02369,$142.69,books,2024-06-30 07:45:24,
Q3T0300277,C03970,$44.97,groceries,2024-05-09 05:33:38,VIP15
Q3T0300278,C04920,$238.45,electronics,2024-05-27 20:59:28,
Q3T0300279,C04769,$239.89,books,2024-04-16 01:41:29,VIP15
Q3T0300280,C00028,$218.52,groceries,2024-04-15 08:34:54,
Q3T0300281,C00964,$176.49,home,2024-05-13 15:15:15,SUMMER10
Q3T0300282,C04794,$55.74,books,2024-05-15 05:53:18,SUMMER10
Q3T0300283,C00792,$170.97,electronics,2024-04-08 16:34:55,WELCOME5
Q3T0300284,C03808,$155.40,apparel,2024-04-24 21:05:24,SUMMER10
Q3T0300285,C04712,$249.79,home,2024-06-29 23:07:57,
Q3T0300286,C02571,$140.62,groceries,2024-05-23 09:49:34,VIP15
Q3T0300287,C03226,$80.33,home,2024-05-30 07:05:21,FLASH20
Q3T0300288,C02116,$19.79,groceries,2024-05-14 14:37:53,FLASH20
Q3T0300289,C02388,$150.64,groceries,2024-06-07 07:43:10,WELCOME5
Q3T0300290,C04447,$232.32,home,2024-05-09 19:39:33,WELCOME5
Q3T0300291,C03582,$22.18,books,2024-04-10 00:50:09,SUMMER10
Q3T0300292,C01666,$79.57,books,2024-04-25 18:55:43,FLASH20
Q3T0300293,C04835,$30.82,home,2024-05-06 10:45:00,SUMMER10
Q3T0300294,C03588,$130.10,home,2024-05-22 18:39:37,VIP15
Q3T0300295,C04023,$92.93,electronics,2024-05-29 10:50:23,WELCOME5
Q3T0300296,C01797,$16.17,home,2024-05-17 18:52:11,WELCOME5
Q3T0300297,C00461,$128.35,home,2024-06-03 15:40:33,
Q3T0300298,C03980,$199.45,home,2024-05-01 09:01:16,
Q3T0300299,C01894,$105.70,electronics,2024-06-22 19:28:31,
Q3T0300300,C00405,$50.52,books,2024-04-16 03:58:42,
Q3T0300301,C00519,$136.78,electronics,2024-05-24 02:53:35,
Q3T0300302,C01761,$150.13,groceries,2024-04-11 12:42:04,SUMMER10
Q3T0300303,C00914,$82.67,books,2024-05-05 10:58:21,VIP15
Q3T0300304,C00876,$15.25,groceries,2024-06-13 06:50:08,WELCOME5
Q3T0300305,C02759,$66.94,home,2024-05-14 10:04:56,FLASH20
Q3T0300306,C02394,$223.66,apparel,2024-04-12 21:59:10,
Q3T0300307,C00730,$121.93,apparel,2024-05-29 15:26:04,
Q3T0300308,C01555,$107.91,electronics,2024-05-20 07:13:21,
Q3T0300309,C04557,$142.83,books,2024-05-23 06:09:02,
Q3T0300310,C00219,$167.92,groceries,2024-04-17 18:50:20,
Q3T0300311,C03929,$7.86,home,2024-05-04 20:59:37,VIP15
Q3T0300312,C01540,$58.07,electronics,2024-04-12 14:03:51,FLASH20
Q3T0300313,C03747,$100.90,home,2024-06-06 18:06:43,WELCOME5
Q3T0300314,C04691,$138.67,apparel,2024-04-18 02:40:06,WELCOME5
Q3T0300315,C03201,$128.84,books,2024-04-08 00:32:14,WELCOME5
Q3T0300316,C02370,$61.65,books,2024-06-22 09:14:34,SUMMER10
Q3T0300317,C04744,$126.90,groceries,2024-04-21 16:58:05,VIP15
Q3T0300318,C02130,$214.00,electronics,2024-04-03 22:23:05,VIP15
Q3T0300319,C04852,$63.01,electronics,2024-05-30 19:28:35,FLASH20
Q3T0300320,C00974,$141.07,electronics,2024-05-21 09:28:36,
Q3T0300321,C04357,$246.79,books,2024-04-12 23:45:54,FLASH20
Q3T0300322,C04128,$231.86,groceries,2024-05-26 20:51:43,SUMMER10
Q3T0300323,C03373,$247.36,books,2024-06-18 18:39:38,VIP15
Q3T0300324,C04477,$95.35,home,2024-05-04 03:52:44,
Q3T0300325,C01978,$18.63,books,2024-05-03 13:23:33,SUMMER10
Q3T0300326,C03923,$246.84,groceries,2024-04-23 01:12:10,
Q3T0300327,C04273,$64.74,electronics,2024-05-21 16:23:09,
Q3T0300328,C00313,$39.47,electronics,2024-05-24 21:48:04,WELCOME5
Q3T0300329,C03149,$23.90,books,2024-06-18 14:06:08,WELCOME5
Q3T0300330,C00510,$5.60,electronics,2024-05-13 17:22:55,VIP15
Q3T0300331,C04963,$178.79,books,2024-06-19 07:46:19,
Q3T0300332,C02755,$174.38,groceries,2024-04-11 10:31:29,
Q3T0300333,C00377,$236.24,books,2024-05-27 12:02:31,FLASH20
Q3T0300334,C04643,$91.55,books,2024-04-03 14:23:14,
Q3T0300335,C00357,$15.77,home,2024-04-09 22:53:25,FLASH20
Q3T0300336,C03042,$243.71,groceries,2024-06-12 23:12:27,
Q3T0300337,C04661,$115.35,books,2024-05-02 06:48:47,VIP15
Q3T0300338,C04765,$248.69,apparel,2024-04-02 08:39:47,WELCOME5
Q3T0300339,C03862,$128.41,books,2024-05-21 12:23:09,
Q3T0300340,C02706,$110.46,home,2024-06-12 19:02:01,SUMMER10
Q3T0300341,C00668,$233.22,groceries,2024-06-23 18:57:15,SUMMER10
Q3T0300342,C00873,$233.45,apparel,2024-04-04 20:07:51,WELCOME5
Q3T0300343,C03072,$18.98,groceries,2024-06-07 21:34:32,VIP15
Q3T0300344,C04110,$78.05,electronics,2024-04-20 11:39:35,WELCOME5
Q3T0300345,C03172,$47.19,home,2024-04-10 05:06:18,FLASH20
Q3T0300346,C01083,$27.13,groceries,2024-06-10 13:33:49,VIP15
Q3T0300347,C04993,$63.58,groceries,2024-04-21 13:13:58,VIP15
Q3T0300348,C03507,$13.46,books,2024-06-16 13:16:31,SUMMER10
Q3T0300349,C04534,$94.48,groceries,2024-05-12 11:50:35,FLASH20
Q3T0300350,C02078,$207.12,home,2024-05-15 15:08:44,
Q3T0300351,C00778,$153.40,electronics,2024-04-11 10:20:00,WELCOME5
Q3T0300352,C00661,$214.89,electronics,2024-06-28 12:10:05,FLASH20
Q3T0300353,C03232,$139.88,books,2024-04-18 18:39:21,FLASH20
Q3T0300354,C00867,$237.20,electronics,2024-04-28 04:55:18,FLASH20
Q3T0300355,C02396,$129.62,groceries,2024-06-04 20:29:22,
Q3T0300356,C03177,$178.26,apparel,2024-06-14 22:20:23,VIP15
Q3T0300357,C01053,$42.56,electronics,2024-05-21 08:43:40,WELCOME5
Q3T0300358,C02471,$215.59,electronics,2024-06-27 04:34:03,SUMMER10
Q3T0300359,C00582,$157.84,books,2024-05-14 05:46:32,FLASH20
Q3T0300360,C01992,$93.34,electronics,2024-04-15 23:17:46,WELCOME5
Q3T0300361,C00548,$202.97,books,2024-05-23 14:47:00,VIP15
Q3T0300362,C02344,$106.54,electronics,2024-05-15 10:52:45,FLASH20
Q3T0300363,C00613,$15.52,apparel,2024-06-22 08:00:18,WELCOME5
Q3T0300364,C02511,$48.45,books,2024-06-23 14:39:38,FLASH20
